model,candidate,family,site,lr,seed,epoch,strength,cal_score,cal_changed,cal_harm,cal_all_correct,fit_score,fit_loss,train_loss,saturation,realized_norm,visits,steps
gemma,PREFIX_DISTRIBUTED@27_lr0.0003_s0,PREFIX_DISTRIBUTED,27,0.0003,0,4,2.0,0.38194444444444453,0.6944444444444445,0.3125,0.0,0.5260416666666667,0.4566918538018096,0.5273768088663928,0.9513176423254879,317.3651105509508,3072,768
gemma,PREFIX_DISTRIBUTED@27_lr0.001_s0,PREFIX_DISTRIBUTED,27,0.001,0,1,0.5,0.05555555555555555,0.05555555555555555,0.0,0.0,0.24999999999999994,0.6503566879667536,1.5324516142718494,0.7983303158318246,80.39919330609725,768,192
gemma,PREFIX_DISTRIBUTED@27_lr0.001_s0,PREFIX_DISTRIBUTED,27,0.001,0,1,1.0,0.2777777777777778,0.5208333333333334,0.24305555555555555,0.041666666666666664,0.24999999999999994,0.6503566879667536,1.5324516142718494,0.7983303158318246,160.77711966853815,768,192
gemma,PREFIX_DISTRIBUTED@27_lr0.001_s0,PREFIX_DISTRIBUTED,27,0.001,0,1,2.0,0.34722222222222215,0.6944444444444443,0.34722222222222215,0.08333333333333333,0.24999999999999994,0.6503566879667536,1.5324516142718494,0.7983303158318246,321.5353782448993,768,192
gemma,PREFIX_DISTRIBUTED@27_lr0.001_s0,PREFIX_DISTRIBUTED,27,0.001,0,2,0.5,0.0625,0.0625,0.0,0.0,0.4661458333333334,0.4968158915132032,0.6251592432090547,0.9974854154093744,80.43876243437697,1536,384
gemma,PREFIX_DISTRIBUTED@27_lr0.001_s0,PREFIX_DISTRIBUTED,27,0.001,0,2,1.0,0.24999999999999994,0.5763888888888888,0.3263888888888889,0.041666666666666664,0.4661458333333334,0.4968158915132032,0.6251592432090547,0.9974854154093744,160.8758940344689,1536,384
gemma,PREFIX_DISTRIBUTED@27_lr0.001_s0,PREFIX_DISTRIBUTED,27,0.001,0,2,2.0,0.3333333333333333,0.7013888888888888,0.3680555555555555,0.041666666666666664,0.4661458333333334,0.4968158915132032,0.6251592432090547,0.9974854154093744,321.7671087636244,1536,384
gemma,PREFIX_DISTRIBUTED@27_lr0.001_s0,PREFIX_DISTRIBUTED,27,0.001,0,3,0.5,0.048611111111111105,0.048611111111111105,0.0,0.0,0.43489583333333337,0.5095805672557011,0.552915990294423,0.9993964996982498,80.44665543344998,2304,576
gemma,PREFIX_DISTRIBUTED@27_lr0.001_s0,PREFIX_DISTRIBUTED,27,0.001,0,3,1.0,0.2569444444444444,0.4305555555555555,0.17361111111111108,0.0,0.43489583333333337,0.5095805672557011,0.552915990294423,0.9993964996982498,160.88936766042005,2304,576
gemma,PREFIX_DISTRIBUTED@27_lr0.001_s0,PREFIX_DISTRIBUTED,27,0.001,0,3,2.0,0.2708333333333332,0.7430555555555555,0.47222222222222227,0.08333333333333333,0.43489583333333337,0.5095805672557011,0.552915990294423,0.9993964996982498,321.7698452072656,2304,576
gemma,PREFIX_LAST@15_lr0.0003_s0,PREFIX_LAST,15,0.0003,0,1,0.5,0.04166666666666666,0.048611111111111105,0.006944444444444444,0.0,0.43489583333333337,0.6111327666133851,2.0755077363501186,0.7447916666666666,51.59264405568441,768,192
gemma,PREFIX_LAST@15_lr0.0003_s0,PREFIX_LAST,15,0.0003,0,1,1.0,0.33333333333333326,0.5555555555555555,0.2222222222222222,0.08333333333333333,0.43489583333333337,0.6111327666133851,2.0755077363501186,0.7447916666666666,103.18113613128662,768,192
gemma,PREFIX_LAST@15_lr0.0003_s0,PREFIX_LAST,15,0.0003,0,1,2.0,0.15277777777777785,0.6458333333333334,0.4930555555555555,0.125,0.43489583333333337,0.6111327666133851,2.0755077363501186,0.7447916666666666,206.37976582845053,768,192
gemma,PREFIX_LAST@15_lr0.0003_s0,PREFIX_LAST,15,0.0003,0,2,0.5,0.04166666666666666,0.048611111111111105,0.006944444444444444,0.0,0.47135416666666663,0.502769073809759,0.7259837952733506,1.0,51.59904623031616,1536,384
gemma,PREFIX_LAST@15_lr0.0003_s0,PREFIX_LAST,15,0.0003,0,2,1.0,0.3263888888888889,0.6180555555555556,0.2916666666666667,0.125,0.47135416666666663,0.502769073809759,0.7259837952733506,1.0,103.18880685170491,1536,384
gemma,PREFIX_LAST@15_lr0.0003_s0,PREFIX_LAST,15,0.0003,0,2,2.0,0.2500000000000001,0.638888888888889,0.38888888888888884,0.08333333333333333,0.47135416666666663,0.502769073809759,0.7259837952733506,1.0,206.3758773803711,1536,384
gemma,PREFIX_LAST@15_lr0.0003_s0,PREFIX_LAST,15,0.0003,0,3,0.5,0.048611111111111105,0.05555555555555555,0.006944444444444444,0.0,0.5963541666666667,0.39605757695744614,0.551424375607894,1.0,51.590261459350586,2304,576
gemma,PREFIX_LAST@15_lr0.0003_s0,PREFIX_LAST,15,0.0003,0,3,1.0,0.3819444444444446,0.7847222222222223,0.40277777777777773,0.16666666666666666,0.5963541666666667,0.39605757695744614,0.551424375607894,1.0,103.19153086344402,2304,576
gemma,PREFIX_LAST@15_lr0.0003_s0,PREFIX_LAST,15,0.0003,0,3,2.0,0.3611111111111111,0.7916666666666666,0.4305555555555555,0.20833333333333334,0.5963541666666667,0.39605757695744614,0.551424375607894,1.0,206.3613084157308,2304,576
gemma,PREFIX_LAST@15_lr0.0003_s0,PREFIX_LAST,15,0.0003,0,4,0.5,0.05555555555555555,0.0625,0.006944444444444444,0.0,0.6875,0.34517967255404375,0.47158419632069126,1.0,51.59315427144369,3072,768
gemma,PREFIX_LAST@15_lr0.0003_s0,PREFIX_LAST,15,0.0003,0,4,1.0,0.40277777777777785,0.7986111111111112,0.3958333333333333,0.125,0.6875,0.34517967255404375,0.47158419632069126,1.0,103.1822452545166,3072,768
gemma,PREFIX_LAST@15_lr0.0003_s0,PREFIX_LAST,15,0.0003,0,4,2.0,0.36805555555555564,0.7708333333333334,0.40277777777777773,0.16666666666666666,0.6875,0.34517967255404375,0.47158419632069126,1.0,206.36940892537436,3072,768
