model,population,family,direction_id,dose,items,boards,mean_semantic_margin,mean_delta_from_zero,delta_ci_low,delta_ci_high,verdict_change_rate_from_zero
llama,BOTH_CLEAR,opposite_dim,negative_frozen_dim,-1.0,297,121,-0.4124579136620467,0.761105370135675,0.6990336601501818,0.8255918557363108,0.0437710437710437
llama,BOTH_CLEAR,opposite_dim,negative_frozen_dim,-0.5,297,121,-0.7845117828059277,0.3879132237151962,0.3558023433023987,0.4218362599601019,0.0202020202020202
llama,BOTH_CLEAR,opposite_dim,negative_frozen_dim,0.0,297,121,-1.1662457899413126,0.0,0.0,0.0,0.0
llama,BOTH_CLEAR,opposite_dim,negative_frozen_dim,0.5,297,121,-1.5595538713514605,-0.3935089519365431,-0.4272555071911864,-0.3600206593867421,0.0134680134680134
llama,BOTH_CLEAR,opposite_dim,negative_frozen_dim,1.0,297,121,-1.9638047121992013,-0.8051825061481518,-0.8754304377213326,-0.7349281194637795,0.0404040404040404
llama,BOTH_CLEAR,opposite_dim,negative_frozen_dim,2.0,297,121,-2.742424237105983,-1.598398755445625,-1.739155039788524,-1.454269968604377,0.0707070707070707
llama,BOTH_CLEAR,random_orthogonal,orthogonal_2026082101,-2.0,297,121,-1.1933922549891551,-0.0295282359909748,-0.0599238121625518,-8.608936575900938e-05,0.0168350168350168
llama,BOTH_CLEAR,random_orthogonal,orthogonal_2026082101,-1.0,297,121,-1.1788720538720538,-0.0142906340603657,-0.0321969689775679,0.003615700720345,0.0067340067340067
llama,BOTH_CLEAR,random_orthogonal,orthogonal_2026082101,-0.5,297,121,-1.1750841751845196,-0.0086088165763981,-0.0209194194782042,0.0035296126604901,0.0033670033670033
llama,BOTH_CLEAR,random_orthogonal,orthogonal_2026082101,0.0,297,121,-1.1662457899413126,0.0,0.0,0.0,0.0
llama,BOTH_CLEAR,random_orthogonal,orthogonal_2026082101,0.5,297,121,-1.162457909648266,0.0078340249941697,-0.0041322307101869,0.0201446323529829,0.0067340067340067
llama,BOTH_CLEAR,random_orthogonal,orthogonal_2026082101,1.0,297,121,-1.1666666660645997,0.0019800285744601,-0.014551050193382,0.0185950424275861,0.0101010101010101
llama,BOTH_CLEAR,random_orthogonal,orthogonal_2026082101,2.0,297,121,-1.1599326595312818,0.0095557844261164,-0.0149793382241459,0.0345256501126305,0.0101010101010101
llama,BOTH_CLEAR,random_orthogonal,orthogonal_2026082102,-2.0,297,121,-1.0980639716591498,0.0674070265174897,0.039167959078859,0.0958182663197523,0.0067340067340067
llama,BOTH_CLEAR,random_orthogonal,orthogonal_2026082102,-1.0,297,121,-1.128787878988568,0.0400309907503364,0.0216059695549576,0.0581955902832598,0.0033670033670033
llama,BOTH_CLEAR,random_orthogonal,orthogonal_2026082102,-0.5,297,121,-1.1510942760942762,0.0140323691049554,-0.0007791010965657,0.0287534386442958,0.0067340067340067
llama,BOTH_CLEAR,random_orthogonal,orthogonal_2026082102,0.0,297,121,-1.1662457899413126,0.0,0.0,0.0,0.0
llama,BOTH_CLEAR,random_orthogonal,orthogonal_2026082102,0.5,297,121,-1.198232322028189,-0.0314221748307388,-0.0439910455491424,-0.0186811276354901,0.0067340067340067
llama,BOTH_CLEAR,random_orthogonal,orthogonal_2026082102,1.0,297,121,-1.225589223180957,-0.05707644406429,-0.0749827795941639,-0.0380488068850572,0.0033670033670033
llama,BOTH_CLEAR,random_orthogonal,orthogonal_2026082102,2.0,297,121,-1.2845117847124736,-0.1157885679857133,-0.1488485696681931,-0.0808367793286634,0.0067340067340067
llama,BOTH_CLEAR,random_orthogonal,orthogonal_2026082103,-2.0,297,121,-1.104377104878827,0.0520833320607823,0.0072292476861683,0.0952134945709514,0.0067340067340067
llama,BOTH_CLEAR,random_orthogonal,orthogonal_2026082103,-1.0,297,121,-1.1325757561709342,0.0288395325424914,-0.0005186816774944,0.0570785987619361,0.0033670033670033
llama,BOTH_CLEAR,random_orthogonal,orthogonal_2026082103,-0.5,297,121,-1.1544612792605904,0.0106749316631269,-0.0050813540703419,0.0264312169358092,0.0101010101010101
llama,BOTH_CLEAR,random_orthogonal,orthogonal_2026082103,0.0,297,121,-1.1662457899413126,0.0,0.0,0.0,0.0
llama,BOTH_CLEAR,random_orthogonal,orthogonal_2026082103,0.5,297,121,-1.1940235706290814,-0.0259125361183129,-0.0432162544892757,-0.0086066624513999,0.0033670033670033
llama,BOTH_CLEAR,random_orthogonal,orthogonal_2026082103,1.0,297,121,-1.2117003336900012,-0.0356404925632411,-0.0632747900808235,-0.0080061984163793,0.0
llama,BOTH_CLEAR,random_orthogonal,orthogonal_2026082103,2.0,297,121,-1.2727272727272727,-0.0915977961432507,-0.14170540884014,-0.0400288420562573,0.0033670033670033
llama,BOTH_CLEAR,wrong_layer,frozen_dim,-2.0,297,121,-2.780092594398794,-1.6274104711109612,-1.7387289082708437,-1.514802862239935,0.0942760942760942
llama,BOTH_CLEAR,wrong_layer,frozen_dim,-1.0,297,121,-1.9856902338840343,-0.8268767190537833,-0.8873966928253324,-0.7679881151201148,0.0471380471380471
llama,BOTH_CLEAR,wrong_layer,frozen_dim,-0.5,297,121,-1.577651514750137,-0.4165805783892466,-0.448265325009166,-0.3861914590503969,0.0168350168350168
llama,BOTH_CLEAR,wrong_layer,frozen_dim,0.0,297,121,-1.1662457899413126,0.0,0.0,0.0,0.0
llama,BOTH_CLEAR,wrong_layer,frozen_dim,0.5,297,121,-0.782828281122426,0.3869662541003266,0.3569214861244785,0.418130164686847,0.0168350168350168
llama,BOTH_CLEAR,wrong_layer,frozen_dim,1.0,297,121,-0.4002525249514917,0.7733298894171872,0.7135804036062611,0.832130252660224,0.0437710437710437
llama,BOTH_CLEAR,wrong_layer,frozen_dim,2.0,297,121,0.2992424247441468,1.480457988282866,1.3634512759847746,1.5954717590337613,0.101010101010101
llama,DISPUTED,dim,frozen_dim,-2.0,203,108,-3.395935960003895,-1.5417631172839508,-1.6857638874401648,-1.3968942923908247,0.1083743842364532
llama,DISPUTED,dim,frozen_dim,-1.0,203,108,-2.614532016768244,-0.7720871862989885,-0.8447144933435836,-0.6986882656237778,0.0738916256157635
llama,DISPUTED,dim,frozen_dim,-0.5,203,108,-2.2142857120835724,-0.3800154297992035,-0.4200472597837632,-0.3417221220992045,0.0443349753694581
llama,DISPUTED,dim,frozen_dim,0.0,203,108,-1.824507388281705,0.0,0.0,0.0,0.0
llama,DISPUTED,dim,frozen_dim,0.5,203,108,-1.451354680537003,0.3641975293924779,0.3285059730395858,0.39998312174676,0.0443349753694581
llama,DISPUTED,dim,frozen_dim,1.0,203,108,-1.0942118192834809,0.7138310212320016,0.6484375084060485,0.7815393542778898,0.0689655172413793
llama,DISPUTED,dim,frozen_dim,2.0,203,108,-0.4254926081948679,1.371141978022125,1.2477744083541134,1.499614198114953,0.1477832512315271
llama,DISPUTED,opposite_dim,negative_frozen_dim,-2.0,203,108,-0.4254926081948679,1.371141978022125,1.2482590707915795,1.501646895783689,0.1477832512315271
llama,DISPUTED,opposite_dim,negative_frozen_dim,-1.0,203,108,-1.0942118192834809,0.7138310212320016,0.6471812339614571,0.7816358056620776,0.0689655172413793
llama,DISPUTED,opposite_dim,negative_frozen_dim,-0.5,203,108,-1.451354680537003,0.3641975293924779,0.3273509803032617,0.4015263303746411,0.0443349753694581
llama,DISPUTED,opposite_dim,negative_frozen_dim,0.0,203,108,-1.824507388281705,0.0,0.0,0.0,0.0
llama,DISPUTED,opposite_dim,negative_frozen_dim,0.5,203,108,-2.2142857120835724,-0.3800154297992035,-0.4189814752473692,-0.3418209852535783,0.0443349753694581
llama,DISPUTED,opposite_dim,negative_frozen_dim,1.0,203,108,-2.614532016768244,-0.7720871862989885,-0.8422116047737224,-0.70427757444803,0.0738916256157635
llama,DISPUTED,opposite_dim,negative_frozen_dim,2.0,203,108,-3.395935960003895,-1.5417631172839508,-1.692129627941751,-1.3966965601814014,0.1083743842364532
llama,DISPUTED,random_orthogonal,orthogonal_2026082101,-2.0,203,108,-1.863300491289552,-0.0368441345607057,-0.0695408946926487,-0.0034698069716493,0.0147783251231527
llama,DISPUTED,random_orthogonal,orthogonal_2026082101,-1.0,203,108,-1.8411330024303476,-0.0210262318084269,-0.0408950542525192,-0.0015432088440399,0.0147783251231527
llama,DISPUTED,random_orthogonal,orthogonal_2026082101,-0.5,203,108,-1.8300492591752209,-0.0080053983831111,-0.0213155802615262,0.0049189878029771,0.0049261083743842
llama,DISPUTED,random_orthogonal,orthogonal_2026082101,0.0,203,108,-1.824507388281705,0.0,0.0,0.0,0.0
llama,DISPUTED,random_orthogonal,orthogonal_2026082101,0.5,203,108,-1.823275858839157,0.0006751591040764,-0.0125385776070165,0.0136019572615623,0.0246305418719211
llama,DISPUTED,random_orthogonal,orthogonal_2026082101,1.0,203,108,-1.8232758613349185,-0.0020254628709804,-0.0201581759677257,0.0171706229770256,0.0246305418719211
llama,DISPUTED,random_orthogonal,orthogonal_2026082101,2.0,203,108,-1.818349750171154,0.003472225671565,-0.0243103686283216,0.0311559637698034,0.0344827586206896
llama,DISPUTED,random_orthogonal,orthogonal_2026082102,-2.0,203,108,-1.7001231519753122,0.1121720679012345,0.0796657966150913,0.1430386765664558,0.0295566502463054
llama,DISPUTED,random_orthogonal,orthogonal_2026082102,-1.0,203,108,-1.7524630531595258,0.066743829138117,0.0454282431598798,0.0867091040023499,0.0246305418719211
llama,DISPUTED,random_orthogonal,orthogonal_2026082102,-0.5,203,108,-1.784482756858976,0.0365547862501791,0.0226658984581813,0.0504436668445482,0.0197044334975369
llama,DISPUTED,random_orthogonal,orthogonal_2026082102,0.0,203,108,-1.824507388281705,0.0,0.0,0.0,0.0
llama,DISPUTED,random_orthogonal,orthogonal_2026082102,0.5,203,108,-1.877463053453145,-0.0473572512007789,-0.064142074878615,-0.0301890402422918,0.0147783251231527
llama,DISPUTED,random_orthogonal,orthogonal_2026082102,1.0,203,108,-1.9242610796331767,-0.0923996871268307,-0.1152608946310701,-0.0694420245050648,0.0098522167487684
llama,DISPUTED,random_orthogonal,orthogonal_2026082102,2.0,203,108,-2.0369458131015006,-0.1985918208036894,-0.242382809361098,-0.1560546867618406,0.0197044334975369
llama,DISPUTED,random_orthogonal,orthogonal_2026082103,-2.0,203,108,-1.6982758582519193,0.1170910545337347,0.0681905961606973,0.1656105562584635,0.0197044334975369
llama,DISPUTED,random_orthogonal,orthogonal_2026082103,-1.0,203,108,-1.7463054172511172,0.0745563287241959,0.047067903097213,0.1008897590968343,0.0049261083743842
llama,DISPUTED,random_orthogonal,orthogonal_2026082103,-0.5,203,108,-1.785098520993012,0.0368441374581537,0.020059314823169,0.0535300955383314,0.0049261083743842
llama,DISPUTED,random_orthogonal,orthogonal_2026082103,0.0,203,108,-1.824507388281705,0.0,0.0,0.0,0.0
llama,DISPUTED,random_orthogonal,orthogonal_2026082103,0.5,203,108,-1.8713054166638792,-0.0438850268169685,-0.0622130580384422,-0.024399585959812,0.0098522167487684
llama,DISPUTED,random_orthogonal,orthogonal_2026082103,1.0,203,108,-1.92118226395452,-0.0934606435490243,-0.1237461325379065,-0.0608579273807046,0.0197044334975369
llama,DISPUTED,random_orthogonal,orthogonal_2026082103,2.0,203,108,-2.027709359312293,-0.1959876531252154,-0.2560788000094486,-0.1388816486469206,0.0197044334975369
llama,DISPUTED,wrong_layer,frozen_dim,-2.0,203,108,-3.456896552017757,-1.597511573338214,-1.7061149692024895,-1.4880232391074115,0.1182266009852216
llama,DISPUTED,wrong_layer,frozen_dim,-1.0,203,108,-2.660098519965345,-0.8180941323531262,-0.8788628484225935,-0.7557870309408984,0.0788177339901477
llama,DISPUTED,wrong_layer,frozen_dim,-0.5,203,108,-2.2444581264639134,-0.4109760782232991,-0.4459900635260123,-0.3767336949706078,0.0492610837438423
llama,DISPUTED,wrong_layer,frozen_dim,0.0,203,108,-1.824507388281705,0.0,0.0,0.0,0.0
llama,DISPUTED,wrong_layer,frozen_dim,0.5,203,108,-1.4421182263073662,0.3763503104816249,0.3447145019830377,0.4077956336814863,0.0492610837438423
llama,DISPUTED,wrong_layer,frozen_dim,1.0,203,108,-1.0665024629073778,0.7432484567441322,0.6824821553422991,0.8077739142479351,0.0689655172413793
llama,DISPUTED,wrong_layer,frozen_dim,2.0,203,108,-0.3934729071379882,1.4021026235947636,1.2779682680815,1.5305941373374263,0.1527093596059113
