model,population,family,direction_id,dose,items,boards,mean_semantic_margin,mean_delta_from_zero,delta_ci_low,delta_ci_high,verdict_change_rate_from_zero
llama,ALL,opposite_dim,negative_frozen_dim,1.0,500,125,-2.2279999978542326,-0.7944999989867211,-0.8447499994814396,-0.742999998921156,0.054
llama,ALL,opposite_dim,negative_frozen_dim,2.0,500,125,-3.007749996602535,-1.5742499977350235,-1.6795062492623924,-1.471974999959767,0.086
llama,ALL,random_orthogonal,orthogonal_2026082101,-2.0,500,125,-1.4653749989271163,-0.0318750000596046,-0.0539999990522861,-0.0095000005155801,0.016
llama,ALL,random_orthogonal,orthogonal_2026082101,-1.0,500,125,-1.447749998986721,-0.0142500001192092,-0.0267499983921647,-0.0017500004127621,0.01
llama,ALL,random_orthogonal,orthogonal_2026082101,-0.5,500,125,-1.4409999992847442,-0.0075000004172325,-0.0160000008434057,0.0010000008523464,0.004
llama,ALL,random_orthogonal,orthogonal_2026082101,0.0,500,125,-1.4334999988675117,0.0,0.0,0.0,0.0
llama,ALL,random_orthogonal,orthogonal_2026082101,0.5,500,125,-1.4307499970197677,0.0027500018477439,-0.0062499971434473,0.0115000030606985,0.014
llama,ALL,random_orthogonal,orthogonal_2026082101,1.0,500,125,-1.4332499993443488,0.0002499995231628,-0.0112500013783574,0.0117499961838126,0.016
llama,ALL,random_orthogonal,orthogonal_2026082101,2.0,500,125,-1.42724999833107,0.0062500005364418,-0.0114999976217746,0.0244999989852309,0.02
llama,ALL,random_orthogonal,orthogonal_2026082102,-2.0,500,125,-1.3424999988675117,0.091,0.0702500010624528,0.1112500001206994,0.016
llama,ALL,random_orthogonal,orthogonal_2026082102,-1.0,500,125,-1.3819999997019767,0.0514999991655349,0.0387500017747283,0.0642500001922249,0.012
llama,ALL,random_orthogonal,orthogonal_2026082102,-0.5,500,125,-1.4082499992847444,0.0252499995827674,0.0164999996989965,0.0342500011101365,0.012
llama,ALL,random_orthogonal,orthogonal_2026082102,0.0,500,125,-1.4334999988675117,0.0,0.0,0.0,0.0
llama,ALL,random_orthogonal,orthogonal_2026082102,0.5,500,125,-1.473999998986721,-0.0405000001192092,-0.0507500017285347,-0.0300000014871358,0.01
llama,ALL,random_orthogonal,orthogonal_2026082102,1.0,500,125,-1.5092499969005584,-0.0757499980330467,-0.0912499990701675,-0.0607499992027878,0.006
llama,ALL,random_orthogonal,orthogonal_2026082102,2.0,500,125,-1.5900000002384185,-0.1565000013709068,-0.1840062525346875,-0.1285000050470233,0.012
llama,ALL,random_orthogonal,orthogonal_2026082103,-2.0,500,125,-1.3454999987483025,0.0880000001192092,0.0580000008285045,0.1182499989300966,0.012
llama,ALL,random_orthogonal,orthogonal_2026082103,-1.0,500,125,-1.3817499985694883,0.0517500002980232,0.0340000015422701,0.0697499996528029,0.004
llama,ALL,random_orthogonal,orthogonal_2026082103,-0.5,500,125,-1.4104999994039535,0.0229999994635581,0.0114999996364116,0.0344999978154897,0.008
llama,ALL,random_orthogonal,orthogonal_2026082103,0.0,500,125,-1.4334999988675117,0.0,0.0,0.0,0.0
llama,ALL,random_orthogonal,orthogonal_2026082103,0.5,500,125,-1.4690000001192094,-0.0355000012516975,-0.0477500020891428,-0.0237500004068017,0.006
llama,ALL,random_orthogonal,orthogonal_2026082103,1.0,500,125,-1.4997499973773956,-0.0662499985098838,-0.0862499981030821,-0.0462500011771917,0.008
llama,ALL,random_orthogonal,orthogonal_2026082103,2.0,500,125,-1.5792499998807907,-0.1457500010132789,-0.1817562508180737,-0.1094937490910292,0.01
llama,ALL,wrong_layer,frozen_dim,-2.0,500,125,-3.054875001192093,-1.6213750023245812,-1.7013875024408105,-1.5372500024557114,0.104
llama,ALL,wrong_layer,frozen_dim,-1.0,500,125,-2.259499998033047,-0.825999999165535,-0.8689999982744456,-0.7822437454968691,0.06
llama,ALL,wrong_layer,frozen_dim,-0.5,500,125,-1.8483749991059304,-0.4148750002384185,-0.4375000020384788,-0.3926187504857779,0.03
llama,ALL,wrong_layer,frozen_dim,0.0,500,125,-1.4334999988675117,0.0,0.0,0.0,0.0
llama,ALL,wrong_layer,frozen_dim,0.5,500,125,-1.0504999988675117,0.383,0.3605000005975365,0.4062500020295381,0.03
llama,ALL,wrong_layer,frozen_dim,1.0,500,125,-0.6707499997615815,0.7627499991059303,0.7175000003919005,0.8062500011950732,0.054
llama,ALL,wrong_layer,frozen_dim,2.0,500,125,0.018,1.4514999988675117,1.3659874978333713,1.5374999980702997,0.122
llama,BOTH_CLEAR,dim,frozen_dim,-2.0,297,121,-2.742424237105983,-1.598398755445625,-1.7462142701802092,-1.4516163027750395,0.0707070707070707
llama,BOTH_CLEAR,dim,frozen_dim,-1.0,297,121,-1.9638047121992013,-0.8051825061481518,-0.8762934738570007,-0.7361268901956312,0.0404040404040404
llama,BOTH_CLEAR,dim,frozen_dim,-0.5,297,121,-1.5595538713514605,-0.3935089519365431,-0.4276881004106408,-0.360190678525398,0.0134680134680134
llama,BOTH_CLEAR,dim,frozen_dim,0.0,297,121,-1.1662457899413126,0.0,0.0,0.0,0.0
llama,BOTH_CLEAR,dim,frozen_dim,0.5,297,121,-0.7845117828059277,0.3879132237151962,0.3555419242312265,0.4217458690647498,0.0202020202020202
llama,BOTH_CLEAR,dim,frozen_dim,1.0,297,121,-0.4124579136620467,0.761105370135675,0.697227958609291,0.8235214366913662,0.0437710437710437
llama,BOTH_CLEAR,dim,frozen_dim,2.0,297,121,0.2769360274377495,1.4574724524269091,1.3421918029730149,1.5728305783399863,0.101010101010101
llama,BOTH_CLEAR,opposite_dim,negative_frozen_dim,-2.0,297,121,0.2769360274377495,1.4574724524269091,1.344003958858488,1.5738679434873224,0.101010101010101
