actor,condition,scope,n_scenes,n_queries,changed,harm,conditional_harm,all24,accuracy,touched_accuracy,other_address_error,preservation,nonaddressed_change,changed_by_direction,all_program_questions,accuracy_all_program_questions,all24_interval,changed_interval,harm_interval,edited_tokens,energy,frobenius,cast_error,ties,argmax_outside_labels,mean_gold_logp,coherence_ratio,by_family,by_cell,by_order,generation
gemma,FROZEN_V2_CLAUSE_s1,FULL,128,6144,0.8675130208333335,0.0556640625,0.05659467344249953,0.34765625,0.904296875,0.8949218750000001,0.053125,0.9434053265575004,0.068359375,"{""0"": 0.875, ""1"": 0.8600260416666666}",0.34765625,0.904296875,"{""mean"": 0.34765625, ""lower"": 0.27734375, ""upper"": 0.41796875, ""scenes"": 128, ""level"": 0.95}","{""mean"": 0.8675130208333335, ""lower"": 0.8453776041666667, ""upper"": 0.8893229166666666, ""scenes"": 128, ""level"": 0.95}","{""mean"": 0.0556640625, ""lower"": 0.04069010416666667, ""upper"": 0.07161458333333333, ""scenes"": 128, ""level"": 0.95}",8.7578125,145048.5503540039,380.57707748902254,0.0,0,0,-0.3717706901199194,0.9081632653061225,"{""both"": 0.8818359375, ""direct"": 0.96044921875, ""either"": 0.8984375, ""opposes"": 0.947265625, ""same"": 0.77734375}","{""(4, 2, 0)"": {""changed"": 0.8932291666666667, ""harm"": 0.013020833333333332, ""all24"": 0.5625}, ""(4, 2, 1)"": {""changed"": 0.8828125, ""harm"": 0.09635416666666666, ""all24"": 0.28125}, ""(4, 3, 0)"": {""changed"": 0.8515625, ""harm"": 0.013020833333333332, ""all24"": 0.40625}, ""(4, 3, 1)"": {""changed"": 0.8723958333333333, ""harm"": 0.13020833333333331, ""all24"": 0.25}, ""(6, 2, 0)"": {""changed"": 0.890625, ""harm"": 0.015625, ""all24"": 0.46875}, ""(6, 2, 1)"": {""changed"": 0.8619791666666667, ""harm"": 0.1015625, ""all24"": 0.1875}, ""(6, 3, 0)"": {""changed"": 0.8046875, ""harm"": 0.0, ""all24"": 0.34375}, ""(6, 3, 1)"": {""changed"": 0.8828125, ""harm"": 0.07552083333333334, ""all24"": 0.28125}}","{""early"": 0.359375, ""late"": 0.3359375}",
gemma,FROZEN_V2_CLAUSE_FP32_s0,FULL,128,6144,0.8854166666666666,0.03873697916666666,0.039453272044984,0.39453125,0.9207356770833334,0.90546875,0.0375,0.9605467279550159,0.0185546875,"{""0"": 0.9166666666666666, ""1"": 0.8541666666666666}",0.39453125,0.9207356770833334,"{""mean"": 0.39453125, ""lower"": 0.33203125, ""upper"": 0.45703125, ""scenes"": 128, ""level"": 0.95}","{""mean"": 0.8854166666666666, ""lower"": 0.8645833333333333, ""upper"": 0.9052734375, ""scenes"": 128, ""level"": 0.95}","{""mean"": 0.03873697916666666, ""lower"": 0.02734375, ""upper"": 0.05078125, ""scenes"": 128, ""level"": 0.95}",8.7578125,139282.57974243164,372.5483929948812,0.5371832642704248,0,0,-0.32553895203595484,1.030612244897959,"{""both"": 0.896484375, ""direct"": 0.97607421875, ""either"": 0.9091796875, ""opposes"": 0.935546875, ""same"": 0.8310546875}","{""(4, 2, 0)"": {""changed"": 0.8958333333333333, ""harm"": 0.010416666666666666, ""all24"": 0.4375}, ""(4, 2, 1)"": {""changed"": 0.9375, ""harm"": 0.0625, ""all24"": 0.40625}, ""(4, 3, 0)"": {""changed"": 0.796875, ""harm"": 0.0234375, ""all24"": 0.25}, ""(4, 3, 1)"": {""changed"": 0.9244791666666667, ""harm"": 0.109375, ""all24"": 0.34375}, ""(6, 2, 0)"": {""changed"": 0.8828125, ""harm"": 0.015624999999999998, ""all24"": 0.375}, ""(6, 2, 1)"": {""changed"": 0.890625, ""harm"": 0.0625, ""all24"": 0.375}, ""(6, 3, 0)"": {""changed"": 0.8411458333333334, ""harm"": 0.0026041666666666665, ""all24"": 0.4375}, ""(6, 3, 1)"": {""changed"": 0.9140625, ""harm"": 0.0234375, ""all24"": 0.53125}}","{""early"": 0.453125, ""late"": 0.3359375}","{""rows"": 96, ""parse_ok"": 1.0, ""agrees_with_score"": 1.0}"
gemma,FROZEN_V2_CLAUSE_FP32_s1,FULL,128,6144,0.8675130208333335,0.0556640625,0.05659467344249953,0.34765625,0.904296875,0.8949218750000001,0.053125,0.9434053265575004,0.068359375,"{""0"": 0.875, ""1"": 0.8600260416666666}",0.34765625,0.904296875,"{""mean"": 0.34765625, ""lower"": 0.27734375, ""upper"": 0.41796875, ""scenes"": 128, ""level"": 0.95}","{""mean"": 0.8675130208333335, ""lower"": 0.8453776041666667, ""upper"": 0.8893229166666666, ""scenes"": 128, ""level"": 0.95}","{""mean"": 0.0556640625, ""lower"": 0.04069010416666667, ""upper"": 0.07161458333333333, ""scenes"": 128, ""level"": 0.95}",8.7578125,145048.5503540039,380.57707748902254,0.5105062291258946,0,0,-0.3717706901199194,0.9081632653061225,"{""both"": 0.8818359375, ""direct"": 0.96044921875, ""either"": 0.8984375, ""opposes"": 0.947265625, ""same"": 0.77734375}","{""(4, 2, 0)"": {""changed"": 0.8932291666666667, ""harm"": 0.013020833333333332, ""all24"": 0.5625}, ""(4, 2, 1)"": {""changed"": 0.8828125, ""harm"": 0.09635416666666666, ""all24"": 0.28125}, ""(4, 3, 0)"": {""changed"": 0.8515625, ""harm"": 0.013020833333333332, ""all24"": 0.40625}, ""(4, 3, 1)"": {""changed"": 0.8723958333333333, ""harm"": 0.13020833333333331, ""all24"": 0.25}, ""(6, 2, 0)"": {""changed"": 0.890625, ""harm"": 0.015625, ""all24"": 0.46875}, ""(6, 2, 1)"": {""changed"": 0.8619791666666667, ""harm"": 0.1015625, ""all24"": 0.1875}, ""(6, 3, 0)"": {""changed"": 0.8046875, ""harm"": 0.0, ""all24"": 0.34375}, ""(6, 3, 1)"": {""changed"": 0.8828125, ""harm"": 0.07552083333333334, ""all24"": 0.28125}}","{""early"": 0.359375, ""late"": 0.3359375}",
gemma,FROZEN_V2_TAIL_s0,FULL,128,6144,0.8938802083333334,0.046549479166666664,0.047231106190005645,0.38671875,0.921875,0.915625,0.042578124999999994,0.9527688938099943,0.03125,"{""0"": 0.8860677083333333, ""1"": 0.9016927083333334}",0.38671875,0.921875,"{""mean"": 0.38671875, ""lower"": 0.32421875, ""upper"": 0.44921875, ""scenes"": 128, ""level"": 0.95}","{""mean"": 0.8938802083333334, ""lower"": 0.8759765625, ""upper"": 0.9111328124999999, ""scenes"": 128, ""level"": 0.95}","{""mean"": 0.046549479166666664, ""lower"": 0.033854166666666664, ""upper"": 0.06022135416666667, ""scenes"": 128, ""level"": 0.95}",71.1953125,753901.057800293,772.8316473899964,0.0,0,0,-0.2774222710479008,1.010204081632653,"{""both"": 0.9091796875, ""direct"": 0.9775390625, ""either"": 0.9443359375, ""opposes"": 0.931640625, ""same"": 0.791015625}","{""(4, 2, 0)"": {""changed"": 0.9375, ""harm"": 0.0234375, ""all24"": 0.59375}, ""(4, 2, 1)"": {""changed"": 0.9166666666666666, ""harm"": 0.033854166666666664, ""all24"": 0.40625}, ""(4, 3, 0)"": {""changed"": 0.8645833333333333, ""harm"": 0.09375, ""all24"": 0.34375}, ""(4, 3, 1)"": {""changed"": 0.8958333333333333, ""harm"": 0.05989583333333333, ""all24"": 0.28125}, ""(6, 2, 0)"": {""changed"": 0.9140625, ""harm"": 0.06510416666666667, ""all24"": 0.40625}, ""(6, 2, 1)"": {""changed"": 0.8828125, ""harm"": 0.018229166666666664, ""all24"": 0.375}, ""(6, 3, 0)"": {""changed"": 0.890625, ""harm"": 0.05208333333333333, ""all24"": 0.34375}, ""(6, 3, 1)"": {""changed"": 0.8489583333333334, ""harm"": 0.026041666666666668, ""all24"": 0.34375}}","{""early"": 0.3515625, ""late"": 0.421875}","{""rows"": 96, ""parse_ok"": 1.0, ""agrees_with_score"": 1.0}"
gemma,FROZEN_V2_TAIL_s1,FULL,128,6144,0.8961588541666667,0.03190104166666667,0.033028509081498215,0.44140625,0.9298502604166666,0.9312500000000001,0.036328125,0.9669714909185018,0.029296875,"{""0"": 0.8932291666666666, ""1"": 0.8990885416666666}",0.44140625,0.9298502604166666,"{""mean"": 0.44140625, ""lower"": 0.3828125, ""upper"": 0.50390625, ""scenes"": 128, ""level"": 0.95}","{""mean"": 0.8961588541666667, ""lower"": 0.8779296875, ""upper"": 0.9137369791666665, ""scenes"": 128, ""level"": 0.95}","{""mean"": 0.03190104166666667, ""lower"": 0.022786458333333332, ""upper"": 0.04166666666666667, ""scenes"": 128, ""level"": 0.95}",71.1953125,752645.7904663086,773.3441007582196,0.0,0,0,-0.28884497440201606,1.153061224489796,"{""both"": 0.9091796875, ""direct"": 0.9755859375, ""either"": 0.953125, ""opposes"": 0.935546875, ""same"": 0.830078125}","{""(4, 2, 0)"": {""changed"": 0.9427083333333334, ""harm"": 0.0078125, ""all24"": 0.59375}, ""(4, 2, 1)"": {""changed"": 0.9401041666666666, ""harm"": 0.041666666666666664, ""all24"": 0.5}, ""(4, 3, 0)"": {""changed"": 0.8984375, ""harm"": 0.015625, ""all24"": 0.53125}, ""(4, 3, 1)"": {""changed"": 0.9036458333333333, ""harm"": 0.07291666666666666, ""all24"": 0.375}, ""(6, 2, 0)"": {""changed"": 0.9244791666666666, ""harm"": 0.0234375, ""all24"": 0.46875}, ""(6, 2, 1)"": {""changed"": 0.8854166666666667, ""harm"": 0.046875, ""all24"": 0.34375}, ""(6, 3, 0)"": {""changed"": 0.8307291666666667, ""harm"": 0.013020833333333332, ""all24"": 0.3125}, ""(6, 3, 1)"": {""changed"": 0.84375, ""harm"": 0.033854166666666664, ""all24"": 0.40625}}","{""early"": 0.4609375, ""late"": 0.421875}",
qwen,SOURCE,FULL,64,3072,0.23893229166666666,0.0,0.0,0.0,0.5875651041666667,0.3578125,0.06953125000000002,1.0,0.0,"{""0"": 0.13671875, ""1"": 0.3411458333333333}",0.0,0.5875651041666667,"{""mean"": 0.0, ""lower"": 0.0, ""upper"": 0.0, ""scenes"": 64, ""level"": 0.95}","{""mean"": 0.23893229166666666, ""lower"": 0.20182291666666669, ""upper"": 0.2779947916666667, ""scenes"": 64, ""level"": 0.95}","{""mean"": 0.0, ""lower"": 0.0, ""upper"": 0.0, ""scenes"": 64, ""level"": 0.95}",,,,,0,0,-7.212949331968556,0.0,"{""both"": 0.48046875, ""direct"": 0.724609375, ""either"": 0.705078125, ""opposes"": 0.501953125, ""same"": 0.388671875}","{""(4, 2, 0)"": {""changed"": 0.3541666666666667, ""harm"": 0.0, ""all24"": 0.0}, ""(4, 2, 1)"": {""changed"": 0.109375, ""harm"": 0.0, ""all24"": 0.0}, ""(4, 3, 0)"": {""changed"": 0.3020833333333333, ""harm"": 0.0, ""all24"": 0.0}, ""(4, 3, 1)"": {""changed"": 0.140625, ""harm"": 0.0, ""all24"": 0.0}, ""(6, 2, 0)"": {""changed"": 0.33854166666666663, ""harm"": 0.0, ""all24"": 0.0}, ""(6, 2, 1)"": {""changed"": 0.15625, ""harm"": 0.0, ""all24"": 0.0}, ""(6, 3, 0)"": {""changed"": 0.36979166666666663, ""harm"": 0.0, ""all24"": 0.0}, ""(6, 3, 1)"": {""changed"": 0.140625, ""harm"": 0.0, ""all24"": 0.0}}","{""early"": 0.0, ""late"": 0.0}","{""rows"": 96, ""parse_ok"": 1.0, ""agrees_with_score"": 0.9895833333333334}"
qwen,COUNTERFACTUAL,FULL,64,3072,0.76171875,0.02864583333333333,0.031079064075703093,0.125,0.8499348958333333,0.8234375,0.06640625,0.9689209359242968,0.072265625,"{""0"": 0.6315104166666666, ""1"": 0.8919270833333334}",0.125,0.8499348958333333,"{""mean"": 0.125, ""lower"": 0.0625, ""upper"": 0.1953125, ""scenes"": 64, ""level"": 0.95}","{""mean"": 0.76171875, ""lower"": 0.71875, ""upper"": 0.8046875, ""scenes"": 64, ""level"": 0.95}","{""mean"": 0.02864583333333333, ""lower"": 0.01953125, ""upper"": 0.037760416666666664, ""scenes"": 64, ""level"": 0.95}",,,,,0,0,-1.7802230692618055,1.0,"{""both"": 0.88671875, ""direct"": 0.9375, ""either"": 0.837890625, ""opposes"": 0.8984375, ""same"": 0.6015625}","{""(4, 2, 0)"": {""changed"": 0.9427083333333334, ""harm"": 0.046875, ""all24"": 0.5}, ""(4, 2, 1)"": {""changed"": 0.609375, ""harm"": 0.015625, ""all24"": 0.0625}, ""(4, 3, 0)"": {""changed"": 0.8802083333333334, ""harm"": 0.010416666666666666, ""all24"": 0.1875}, ""(4, 3, 1)"": {""changed"": 0.640625, ""harm"": 0.046875, ""all24"": 0.0625}, ""(6, 2, 0)"": {""changed"": 0.8958333333333333, ""harm"": 0.031249999999999997, ""all24"": 0.0625}, ""(6, 2, 1)"": {""changed"": 0.6302083333333333, ""harm"": 0.020833333333333332, ""all24"": 0.0}, ""(6, 3, 0)"": {""changed"": 0.8489583333333334, ""harm"": 0.015625, ""all24"": 0.125}, ""(6, 3, 1)"": {""changed"": 0.6458333333333333, ""harm"": 0.041666666666666664, ""all24"": 0.0}}","{""early"": 0.125, ""late"": 0.125}","{""rows"": 96, ""parse_ok"": 1.0, ""agrees_with_score"": 1.0}"
qwen,TEXT_CORRECTION,FULL,64,3072,0.763671875,0.05794270833333333,0.060926926949702975,0.0546875,0.8395182291666666,0.84375,0.09296874999999999,0.9390730730502971,0.109375,"{""0"": 0.68359375, ""1"": 0.84375}",0.0546875,0.8395182291666666,"{""mean"": 0.0546875, ""lower"": 0.015625, ""upper"": 0.109375, ""scenes"": 64, ""level"": 0.95}","{""mean"": 0.763671875, ""lower"": 0.724609375, ""upper"": 0.8014322916666667, ""scenes"": 64, ""level"": 0.95}","{""mean"": 0.05794270833333333, ""lower"": 0.04036458333333333, ""upper"": 0.07877604166666667, ""scenes"": 64, ""level"": 0.95}",,,,,0,0,-1.561103812602365,0.4375,"{""both"": 0.890625, ""direct"": 0.92578125, ""either"": 0.818359375, ""opposes"": 0.9296875, ""same"": 0.546875}","{""(4, 2, 0)"": {""changed"": 0.8541666666666667, ""harm"": 0.09375000000000001, ""all24"": 0.0625}, ""(4, 2, 1)"": {""changed"": 0.59375, ""harm"": 0.020833333333333332, ""all24"": 0.0625}, ""(4, 3, 0)"": {""changed"": 0.8125, ""harm"": 0.03645833333333333, ""all24"": 0.0625}, ""(4, 3, 1)"": {""changed"": 0.7135416666666667, ""harm"": 0.08333333333333333, ""all24"": 0.0}, ""(6, 2, 0)"": {""changed"": 0.8177083333333333, ""harm"": 0.08333333333333333, ""all24"": 0.0}, ""(6, 2, 1)"": {""changed"": 0.6458333333333334, ""harm"": 0.03125, ""all24"": 0.0}, ""(6, 3, 0)"": {""changed"": 0.890625, ""harm"": 0.057291666666666664, ""all24"": 0.125}, ""(6, 3, 1)"": {""changed"": 0.78125, ""harm"": 0.05729166666666666, ""all24"": 0.125}}","{""early"": 0.046875, ""late"": 0.0625}","{""rows"": 96, ""parse_ok"": 1.0, ""agrees_with_score"": 1.0}"
qwen,INVARIANT_SET_s0,FULL,64,3072,0.8776041666666667,0.07486979166666666,0.07932569968646913,0.171875,0.8873697916666667,0.8882812499999999,0.0875,0.9206743003135309,0.1015625,"{""0"": 0.8333333333333333, ""1"": 0.921875}",0.171875,0.8873697916666667,"{""mean"": 0.171875, ""lower"": 0.1015625, ""upper"": 0.25, ""scenes"": 64, ""level"": 0.95}","{""mean"": 0.8776041666666667, ""lower"": 0.8548177083333334, ""upper"": 0.900390625, ""scenes"": 64, ""level"": 0.95}","{""mean"": 0.07486979166666666, ""lower"": 0.053385416666666664, ""upper"": 0.09895833333333333, ""scenes"": 64, ""level"": 0.95}",9.484375,3140.863091468811,55.49258439258954,0.13394142512697726,0,0,-0.7769664968716831,1.375,"{""both"": 0.92578125, ""direct"": 0.9404296875, ""either"": 0.8671875, ""opposes"": 0.94140625, ""same"": 0.708984375}","{""(4, 2, 0)"": {""changed"": 0.9479166666666667, ""harm"": 0.07291666666666666, ""all24"": 0.5}, ""(4, 2, 1)"": {""changed"": 0.8541666666666667, ""harm"": 0.08854166666666667, ""all24"": 0.0}, ""(4, 3, 0)"": {""changed"": 0.9166666666666666, ""harm"": 0.03125, ""all24"": 0.3125}, ""(4, 3, 1)"": {""changed"": 0.8333333333333333, ""harm"": 0.140625, ""all24"": 0.0625}, ""(6, 2, 0)"": {""changed"": 0.9166666666666667, ""harm"": 0.03645833333333333, ""all24"": 0.125}, ""(6, 2, 1)"": {""changed"": 0.8125, ""harm"": 0.08854166666666666, ""all24"": 0.0}, ""(6, 3, 0)"": {""changed"": 0.90625, ""harm"": 0.010416666666666666, ""all24"": 0.375}, ""(6, 3, 1)"": {""changed"": 0.8333333333333333, ""harm"": 0.13020833333333334, ""all24"": 0.0}}","{""early"": 0.265625, ""late"": 0.078125}","{""rows"": 96, ""parse_ok"": 1.0, ""agrees_with_score"": 0.9895833333333334}"
qwen,INVARIANT_SET_s1,FULL,64,3072,0.880859375,0.06315104166666666,0.06751870334804402,0.21875,0.89453125,0.88984375,0.07734374999999999,0.932481296651956,0.125,"{""0"": 0.828125, ""1"": 0.93359375}",0.21875,0.89453125,"{""mean"": 0.21875, ""lower"": 0.1484375, ""upper"": 0.296875, ""scenes"": 64, ""level"": 0.95}","{""mean"": 0.880859375, ""lower"": 0.8541666666666666, ""upper"": 0.90625, ""scenes"": 64, ""level"": 0.95}","{""mean"": 0.06315104166666666, ""lower"": 0.04622395833333333, ""upper"": 0.08138020833333334, ""scenes"": 64, ""level"": 0.95}",9.484375,3324.729411125183,56.939043414068315,0.13606594689190388,0,0,-0.7546824435679236,1.75,"{""both"": 0.943359375, ""direct"": 0.9228515625, ""either"": 0.87109375, ""opposes"": 0.95703125, ""same"": 0.75}","{""(4, 2, 0)"": {""changed"": 0.9479166666666667, ""harm"": 0.05208333333333333, ""all24"": 0.5}, ""(4, 2, 1)"": {""changed"": 0.8333333333333333, ""harm"": 0.03645833333333333, ""all24"": 0.125}, ""(4, 3, 0)"": {""changed"": 0.9322916666666667, ""harm"": 0.03125, ""all24"": 0.5625}, ""(4, 3, 1)"": {""changed"": 0.8177083333333334, ""harm"": 0.11458333333333331, ""all24"": 0.0}, ""(6, 2, 0)"": {""changed"": 0.921875, ""harm"": 0.03125, ""all24"": 0.1875}, ""(6, 2, 1)"": {""changed"": 0.8229166666666667, ""harm"": 0.11458333333333333, ""all24"": 0.0}, ""(6, 3, 0)"": {""changed"": 0.9322916666666667, ""harm"": 0.020833333333333332, ""all24"": 0.375}, ""(6, 3, 1)"": {""changed"": 0.8385416666666666, ""harm"": 0.10416666666666666, ""all24"": 0.0}}","{""early"": 0.359375, ""late"": 0.078125}",
qwen,FREE_OVERWRITE_s0,FULL,64,3072,0.8600260416666666,0.10546875,0.11162754728347549,0.1484375,0.8665364583333333,0.87734375,0.10234375000000001,0.8883724527165244,0.107421875,"{""0"": 0.8723958333333333, ""1"": 0.84765625}",0.1484375,0.8665364583333333,"{""mean"": 0.1484375, ""lower"": 0.0859375, ""upper"": 0.21875, ""scenes"": 64, ""level"": 0.95}","{""mean"": 0.8600260416666666, ""lower"": 0.8359375, ""upper"": 0.8834635416666666, ""scenes"": 64, ""level"": 0.95}","{""mean"": 0.10546875, ""lower"": 0.07421875, ""upper"": 0.138671875, ""scenes"": 64, ""level"": 0.95}",9.484375,7191.714387893677,82.98133466487057,0.13937725854339078,0,0,-0.8309495533052598,1.1875,"{""both"": 0.892578125, ""direct"": 0.9365234375, ""either"": 0.787109375, ""opposes"": 0.931640625, ""same"": 0.71484375}","{""(4, 2, 0)"": {""changed"": 0.8802083333333333, ""harm"": 0.0625, ""all24"": 0.3125}, ""(4, 2, 1)"": {""changed"": 0.8697916666666667, ""harm"": 0.13020833333333334, ""all24"": 0.1875}, ""(4, 3, 0)"": {""changed"": 0.8489583333333334, ""harm"": 0.026041666666666664, ""all24"": 0.1875}, ""(4, 3, 1)"": {""changed"": 0.875, ""harm"": 0.22395833333333334, ""all24"": 0.0625}, ""(6, 2, 0)"": {""changed"": 0.875, ""harm"": 0.026041666666666664, ""all24"": 0.125}, ""(6, 2, 1)"": {""changed"": 0.8802083333333334, ""harm"": 0.171875, ""all24"": 0.0}, ""(6, 3, 0)"": {""changed"": 0.7864583333333334, ""harm"": 0.015625, ""all24"": 0.3125}, ""(6, 3, 1)"": {""changed"": 0.8645833333333333, ""harm"": 0.1875, ""all24"": 0.0}}","{""early"": 0.25, ""late"": 0.046875}","{""rows"": 96, ""parse_ok"": 1.0, ""agrees_with_score"": 1.0}"
qwen,FREE_OVERWRITE_s1,FULL,64,3072,0.84375,0.07096354166666667,0.07639544915896461,0.15625,0.8763020833333333,0.8734375,0.07890625,0.9236045508410353,0.12890625,"{""0"": 0.77734375, ""1"": 0.91015625}",0.15625,0.8763020833333333,"{""mean"": 0.15625, ""lower"": 0.09375, ""upper"": 0.2265625, ""scenes"": 64, ""level"": 0.95}","{""mean"": 0.84375, ""lower"": 0.8125, ""upper"": 0.8736979166666666, ""scenes"": 64, ""level"": 0.95}","{""mean"": 0.07096354166666667, ""lower"": 0.05143229166666667, ""upper"": 0.091796875, ""scenes"": 64, ""level"": 0.95}",9.484375,9735.407398223877,95.30881004133539,0.14613895810907707,0,0,-0.8442609667720626,1.25,"{""both"": 0.953125, ""direct"": 0.939453125, ""either"": 0.841796875, ""opposes"": 0.931640625, ""same"": 0.65234375}","{""(4, 2, 0)"": {""changed"": 0.9375, ""harm"": 0.041666666666666664, ""all24"": 0.4375}, ""(4, 2, 1)"": {""changed"": 0.7395833333333333, ""harm"": 0.11458333333333334, ""all24"": 0.0}, ""(4, 3, 0)"": {""changed"": 0.9166666666666667, ""harm"": 0.03125, ""all24"": 0.3125}, ""(4, 3, 1)"": {""changed"": 0.7708333333333333, ""harm"": 0.09895833333333333, ""all24"": 0.0}, ""(6, 2, 0)"": {""changed"": 0.890625, ""harm"": 0.026041666666666664, ""all24"": 0.25}, ""(6, 2, 1)"": {""changed"": 0.78125, ""harm"": 0.08854166666666667, ""all24"": 0.0625}, ""(6, 3, 0)"": {""changed"": 0.8958333333333334, ""harm"": 0.041666666666666664, ""all24"": 0.1875}, ""(6, 3, 1)"": {""changed"": 0.8177083333333334, ""harm"": 0.125, ""all24"": 0.0}}","{""early"": 0.21875, ""late"": 0.09375}",
qwen,AFFINE_CLAUSE_s0,FULL,64,3072,0.8170572916666667,0.041666666666666664,0.04504389137988251,0.125,0.8756510416666666,0.86796875,0.06328125,0.9549561086201175,0.107421875,"{""0"": 0.7486979166666667, ""1"": 0.8854166666666667}",0.125,0.8756510416666666,"{""mean"": 0.125, ""lower"": 0.0703125, ""upper"": 0.1875, ""scenes"": 64, ""level"": 0.95}","{""mean"": 0.8170572916666667, ""lower"": 0.7838541666666666, ""upper"": 0.8496256510416664, ""scenes"": 64, ""level"": 0.95}","{""mean"": 0.041666666666666664, ""lower"": 0.027994791666666664, ""upper"": 0.05664062499999999, ""scenes"": 64, ""level"": 0.95}",9.484375,6487.897197723389,80.11852806133096,0.0,0,0,-0.8480374464711127,1.0,"{""both"": 0.931640625, ""direct"": 0.9345703125, ""either"": 0.8671875, ""opposes"": 0.93359375, ""same"": 0.65234375}","{""(4, 2, 0)"": {""changed"": 0.9427083333333334, ""harm"": 0.03645833333333333, ""all24"": 0.3125}, ""(4, 2, 1)"": {""changed"": 0.7604166666666666, ""harm"": 0.05208333333333333, ""all24"": 0.0625}, ""(4, 3, 0)"": {""changed"": 0.8802083333333334, ""harm"": 0.020833333333333332, ""all24"": 0.1875}, ""(4, 3, 1)"": {""changed"": 0.7864583333333334, ""harm"": 0.07291666666666666, ""all24"": 0.0625}, ""(6, 2, 0)"": {""changed"": 0.890625, ""harm"": 0.041666666666666664, ""all24"": 0.1875}, ""(6, 2, 1)"": {""changed"": 0.78125, ""harm"": 0.020833333333333332, ""all24"": 0.0625}, ""(6, 3, 0)"": {""changed"": 0.828125, ""harm"": 0.010416666666666666, ""all24"": 0.125}, ""(6, 3, 1)"": {""changed"": 0.6666666666666666, ""harm"": 0.078125, ""all24"": 0.0}}","{""early"": 0.1875, ""late"": 0.0625}","{""rows"": 96, ""parse_ok"": 1.0, ""agrees_with_score"": 1.0}"
qwen,AFFINE_CLAUSE_s1,FULL,64,3072,0.810546875,0.046875,0.050902457632470505,0.140625,0.8697916666666666,0.85546875,0.06640625,0.9490975423675294,0.10546875,"{""0"": 0.734375, ""1"": 0.88671875}",0.140625,0.8697916666666666,"{""mean"": 0.140625, ""lower"": 0.078125, ""upper"": 0.2109375, ""scenes"": 64, ""level"": 0.95}","{""mean"": 0.810546875, ""lower"": 0.7734375, ""upper"": 0.8463541666666667, ""scenes"": 64, ""level"": 0.95}","{""mean"": 0.046875, ""lower"": 0.033854166666666664, ""upper"": 0.061197916666666664, ""scenes"": 64, ""level"": 0.95}",9.484375,6645.731739044189,81.3390310542606,0.0,0,0,-0.9321301092133399,1.125,"{""both"": 0.943359375, ""direct"": 0.939453125, ""either"": 0.85546875, ""opposes"": 0.923828125, ""same"": 0.6171875}","{""(4, 2, 0)"": {""changed"": 0.9270833333333334, ""harm"": 0.04687499999999999, ""all24"": 0.375}, ""(4, 2, 1)"": {""changed"": 0.7447916666666667, ""harm"": 0.057291666666666664, ""all24"": 0.0625}, ""(4, 3, 0)"": {""changed"": 0.8697916666666666, ""harm"": 0.026041666666666664, ""all24"": 0.1875}, ""(4, 3, 1)"": {""changed"": 0.7760416666666667, ""harm"": 0.07291666666666666, ""all24"": 0.0}, ""(6, 2, 0)"": {""changed"": 0.9270833333333333, ""harm"": 0.026041666666666664, ""all24"": 0.375}, ""(6, 2, 1)"": {""changed"": 0.75, ""harm"": 0.05208333333333333, ""all24"": 0.0}, ""(6, 3, 0)"": {""changed"": 0.8229166666666667, ""harm"": 0.020833333333333332, ""all24"": 0.125}, ""(6, 3, 1)"": {""changed"": 0.6666666666666666, ""harm"": 0.07291666666666667, ""all24"": 0.0}}","{""early"": 0.1875, ""late"": 0.09375}",
