actor,condition,program,changed,harm,conditional_harm,all24,all_program_questions,accuracy,accuracy_all_program_questions,touched_accuracy,other_address_error,preservation,nonaddressed_change,additional_accuracy,n_scenes,disagreement_vs_single,mean_abs_dlogp_vs_single,energy,cast_error,commands,shared_from
gemma,NATURAL_FINAL_WORLD,restore,,0.0,0.0,0.234375,0.234375,0.8834635416666666,0.8834635416666666,0.8187500000000001,0.0703125,1.0,0.0,,64,0.30859375,0.9454426893531954,,,,[]
gemma,NATURAL_FINAL_WORLD,restore_after4,,0.0,0.0,0.234375,0.234375,0.8834635416666666,0.8834635416666666,0.8187500000000001,0.0703125,1.0,0.0,,64,0.30859375,0.9454426893531954,,,,[]
gemma,NATURAL_FINAL_WORLD,overwrite,0.84765625,0.0,0.0,0.375,0.375,0.9225260416666666,0.9225260416666666,0.89375,0.003125,1.0,0.0,,64,0.0,0.0,,,,[]
gemma,NATURAL_FINAL_WORLD,AB,0.8772786458333334,0.08072916666666666,0.08428819444444445,0.265625,0.265625,0.8958333333333334,0.8958333333333334,0.8515625,0.0,0.9157118055555555,0.0,,64,0.337890625,0.4865105316092884,,,,[]
gemma,NATURAL_FINAL_WORLD,BA,0.8772786458333334,0.08072916666666666,0.08428819444444445,0.265625,0.265625,0.8958333333333334,0.8958333333333334,0.8515625,0.0,0.9157118055555555,0.0,,64,0.337890625,0.4865105316092884,,,,[]
gemma,NATURAL_FINAL_WORLD,ABC,0.91015625,0.1171875,0.12914862914862915,0.328125,0.328125,0.8971354166666667,0.905048076923077,0.859375,0.0921875,0.8708513708513709,0.0,1.0,64,0.4524739583333333,0.6729983692228435,,,,[]
gemma,NATURAL_FINAL_WORLD,CBA,0.91015625,0.1171875,0.12914862914862915,0.328125,0.328125,0.8971354166666667,0.905048076923077,0.859375,0.0921875,0.8708513708513709,0.0,1.0,64,0.4524739583333333,0.6729983692228435,,,,[]
gemma,NATURAL_FINAL_WORLD,AB_cross,0.8151041666666666,0.014322916666666666,0.014322916666666666,0.328125,0.328125,0.900390625,0.9080528846153846,0.8765625,0.0171875,0.9856770833333334,0.0078125,1.0,64,0.052083333333333336,0.30792579322603925,,,,[]
gemma,TEXT_CORRECTION_SEQ,single,0.90234375,0.03125,0.03125,0.3125,0.3125,0.9342447916666667,0.9342447916666667,0.93125,0.034375,0.96875,0.03125,,64,0.0,0.0,,,,[]
gemma,TEXT_CORRECTION_SEQ,noop,,0.029947916666666664,0.033374579451345754,0.40625,0.40625,0.9427083333333334,0.9427083333333334,0.9453125,0.059151785714285705,0.9666254205486543,0.00390625,,64,0.4420572916666667,0.3201443842074146,,,,[]
gemma,TEXT_CORRECTION_SEQ,repeat2,0.8880208333333334,0.03125,0.03177083333333333,0.3125,0.3125,0.9270833333333334,0.9270833333333334,0.9249999999999999,0.034375,0.9682291666666667,0.03125,,64,0.021484375,0.08875888994534382,,,,[]
gemma,TEXT_CORRECTION_SEQ,repeat4,0.8854166666666667,0.03515625,0.03515625,0.28125,0.28125,0.9244791666666667,0.9244791666666667,0.928125,0.0328125,0.96484375,0.0234375,,64,0.031901041666666664,0.1244323408886127,,,,[]
gemma,TEXT_CORRECTION_SEQ,repeat8,0.8893229166666667,0.048177083333333336,0.048177083333333336,0.28125,0.28125,0.9205729166666667,0.9205729166666667,0.921875,0.04062500000000001,0.9518229166666667,0.02734375,,64,0.039713541666666664,0.1543285348496705,,,,[]
gemma,TEXT_CORRECTION_SEQ,restore,,0.05273437499999999,0.058094605801806885,0.421875,0.421875,0.9075520833333333,0.9075520833333333,0.8937499999999999,0.08258928571428571,0.9419053941981932,0.0078125,,64,0.431640625,0.367308636351396,,,,[]
gemma,TEXT_CORRECTION_SEQ,restore_after4,,0.05859375,0.06509405732401656,0.390625,0.390625,0.8984375,0.8984375,0.88125,0.08928571428571429,0.9349059426759835,0.01953125,,64,0.4212239583333333,0.44118754685530587,,,,[]
gemma,TEXT_CORRECTION_SEQ,overwrite,0.7682291666666666,0.023437499999999997,0.023437499999999997,0.125,0.125,0.87109375,0.87109375,0.821875,0.025,0.9765625,0.03125,,64,0.10611979166666667,0.39793110893124134,,,,[]
gemma,TEXT_CORRECTION_SEQ,AB,0.9401041666666666,0.13541666666666666,0.14326862373737376,0.28125,0.28125,0.912109375,0.912109375,0.8999999999999999,0.0546875,0.8567313762626263,0.02734375,,64,0.3138020833333333,0.333401231732104,,,,[]
gemma,TEXT_CORRECTION_SEQ,BA,0.9573567708333333,0.10807291666666666,0.11117424242424243,0.34375,0.34375,0.9309895833333333,0.9309895833333333,0.9171875,0.041666666666666664,0.8888257575757575,0.015625,,64,0.291015625,0.3384889746594008,,,,[]
gemma,TEXT_CORRECTION_SEQ,ABC,0.9934895833333333,0.1669921875,0.18263804338023087,0.34375,0.34375,0.9134114583333333,0.9200721153846154,0.8984375,0.13854166666666667,0.8173619566197692,0.0546875,1.0,64,0.40234375,0.49692083862339115,,,,[]
gemma,TEXT_CORRECTION_SEQ,CBA,0.9947916666666667,0.15201822916666666,0.1608800054112554,0.234375,0.234375,0.916015625,0.9224759615384616,0.9156249999999999,0.1453125,0.8391199945887446,0.0234375,1.0,64,0.3763020833333333,0.5571771236268148,,,,[]
gemma,TEXT_CORRECTION_SEQ,AB_cross,0.87109375,0.11458333333333333,0.11484375000000001,0.15625,0.15625,0.8782552083333334,0.8876201923076923,0.859375,0.0953125,0.8851562499999999,0.08203125,1.0,64,0.09505208333333333,0.3529112119547359,,,,[]
