actor,condition,program,changed,harm,conditional_harm,all24,all_program_questions,accuracy,accuracy_all_program_questions,touched_accuracy,other_address_error,preservation,nonaddressed_change,additional_accuracy,n_scenes,disagreement_vs_single,mean_abs_dlogp_vs_single,energy,cast_error,commands,shared_from
gemma,CONTINUED_AFFINE_s0,single,0.9479166666666667,0.03385416666666666,0.03385416666666666,0.578125,0.578125,0.9557291666666667,0.9557291666666667,0.9578125,0.0328125,0.9661458333333333,0.0234375,,64,0.0,0.0,134233.07299804688,0.0,1.0,[]
gemma,CONTINUED_AFFINE_s0,noop,,0.017578125,0.018934340235470096,0.65625,0.65625,0.966796875,0.966796875,0.9734375,0.03794642857142857,0.98106565976453,0.0078125,,64,0.4680989583333333,0.31756601131187406,126160.52099609375,0.0,1.0,[]
gemma,CONTINUED_AFFINE_s0,repeat2,0.8736979166666667,0.13411458333333334,0.13411458333333334,0.265625,0.265625,0.8697916666666667,0.8697916666666667,0.91875,0.14375,0.8658854166666666,0.11328125,,64,0.11588541666666667,0.7236352989098833,530153.6499023438,0.0,2.0,[]
gemma,CONTINUED_AFFINE_s0,repeat4,0.7903645833333333,0.2799479166666667,0.2802083333333334,0.109375,0.109375,0.7552083333333334,0.7552083333333334,0.85625,0.3015625,0.7197916666666667,0.27734375,,64,0.25,1.1882936421923016,2054931.693359375,0.0,4.0,[]
gemma,CONTINUED_AFFINE_s0,repeat8,0.7734375,0.34765625,0.34791666666666665,0.109375,0.109375,0.7122395833333333,0.7122395833333333,0.7984375,0.371875,0.6520833333333333,0.35546875,,64,0.2955729166666667,1.4311258981426438,7620470.140625,0.0,8.0,[]
gemma,CONTINUED_AFFINE_s0,restore,,0.18619791666666669,0.20818647955333577,0.171875,0.171875,0.7330729166666667,0.7330729166666667,0.5890625,0.16406249999999997,0.7918135204466641,0.015625,,64,0.24609375,1.7384194093929655,283766.8349609375,0.0,2.0,[]
gemma,CONTINUED_AFFINE_s0,restore_after4,,0.390625,0.4375196453767867,0.0,0.0,0.5240885416666667,0.5240885416666667,0.321875,0.33147321428571425,0.5624803546232132,0.13671875,,64,0.22721354166666666,2.579646190592873,2235347.62109375,0.0,5.0,[]
gemma,CONTINUED_AFFINE_s0,overwrite,0.81640625,0.0703125,0.07083333333333333,0.171875,0.171875,0.873046875,0.873046875,0.8828125,0.08125000000000002,0.9291666666666667,0.02734375,,64,0.15299479166666666,0.6775050236611264,708634.2900390625,0.0,3.0,[]
gemma,CONTINUED_AFFINE_s0,AB,0.923828125,0.06705729166666666,0.07302320075757576,0.4375,0.4375,0.927734375,0.927734375,0.9265625,0.033854166666666664,0.9269767992424243,0.0078125,,64,0.3548177083333333,0.39389694402638636,275905.1806640625,0.0,2.0,[]
gemma,CONTINUED_AFFINE_s0,BA,0.923828125,0.06705729166666666,0.07302320075757576,0.4375,0.4375,0.927734375,0.927734375,0.9265625,0.033854166666666664,0.9269767992424243,0.0078125,,64,0.3548177083333333,0.39389694402638636,275905.1806640625,0.0,2.0,"[""AB""]"
gemma,CONTINUED_AFFINE_s0,ABC,0.9391276041666666,0.09993489583333333,0.11404671717171716,0.359375,0.359375,0.9095052083333334,0.9104567307692308,0.89375,0.09010416666666667,0.8859532828282828,0.0234375,0.921875,64,0.4563802083333333,0.5884421696274748,420642.47314453125,0.0,3.0,[]
gemma,CONTINUED_AFFINE_s0,CBA,0.9391276041666666,0.09993489583333333,0.11404671717171716,0.359375,0.359375,0.9095052083333334,0.9104567307692308,0.89375,0.09010416666666667,0.8859532828282828,0.0234375,0.921875,64,0.4563802083333333,0.5884421696274748,420642.47314453125,0.0,3.0,"[""ABC""]"
gemma,CONTINUED_AFFINE_s0,AB_cross,0.8606770833333333,0.07421875,0.07421875,0.28125,0.28125,0.8932291666666667,0.9002403846153846,0.8703124999999999,0.07187500000000001,0.92578125,0.03515625,0.984375,64,0.0859375,0.401644969244181,275005.2119140625,0.0,2.0,[]
gemma,CONTINUED_AFFINE_s1,single,0.9270833333333333,0.024739583333333332,0.024739583333333332,0.515625,0.515625,0.951171875,0.951171875,0.9421875,0.0140625,0.9752604166666666,0.01171875,,64,0.0,0.0,146504.46997070312,0.0,1.0,[]
gemma,CONTINUED_AFFINE_s1,noop,,0.021484375,0.024238713291380623,0.578125,0.578125,0.9596354166666666,0.9596354166666666,0.9578125,0.0390625,0.9757612867086193,0.015625,,64,0.4524739583333333,0.3842615929606801,138591.56005859375,0.0,1.0,[]
gemma,CONTINUED_AFFINE_s1,repeat2,0.7096354166666667,0.028645833333333332,0.028645833333333332,0.3125,0.3125,0.8404947916666666,0.8404947916666666,0.75,0.034375,0.9713541666666667,0.00390625,,64,0.15364583333333334,0.6636159321799285,585290.0532226562,0.0,2.0,[]
gemma,CONTINUED_AFFINE_s1,repeat4,0.5286458333333333,0.078125,0.07838541666666667,0.015625,0.015625,0.724609375,0.724609375,0.5921875000000001,0.0875,0.9216145833333333,0.07421875,,64,0.2721354166666667,0.8720669663231545,2322669.171875,0.0,4.0,[]
gemma,CONTINUED_AFFINE_s1,repeat8,0.5364583333333334,0.29427083333333337,0.29453125,0.0,0.0,0.6204427083333334,0.6204427083333334,0.55,0.2875,0.70546875,0.30078125,,64,0.3919270833333333,1.0900415908395082,8787299.6015625,0.0,8.0,[]
gemma,CONTINUED_AFFINE_s1,restore,,0.228515625,0.2530656528948432,0.03125,0.03125,0.666015625,0.666015625,0.4671875,0.1919642857142857,0.7469343471051568,0.0,,64,0.17317708333333334,1.922307318620368,317198.80615234375,0.0,2.0,[]
gemma,CONTINUED_AFFINE_s1,restore_after4,,0.24739583333333331,0.2814272340855505,0.015625,0.015625,0.6731770833333334,0.6731770833333334,0.5796874999999999,0.26004464285714285,0.7185727659144494,0.140625,,64,0.3404947916666667,1.3321255153154812,2583262.19921875,0.0,5.0,[]
gemma,CONTINUED_AFFINE_s1,overwrite,0.5677083333333333,0.04687499999999999,0.04739583333333333,0.09375,0.09375,0.7604166666666667,0.7604166666666667,0.6296875,0.053125,0.9526041666666667,0.02734375,,64,0.23372395833333334,1.0230298588599602,777126.12109375,0.0,3.0,[]
gemma,CONTINUED_AFFINE_s1,AB,0.9378255208333333,0.052734375,0.056380208333333334,0.484375,0.484375,0.939453125,0.939453125,0.925,0.018229166666666664,0.9436197916666667,0.015625,,64,0.3528645833333333,0.355136652729513,291813.5498046875,0.0,2.0,[]
gemma,CONTINUED_AFFINE_s1,BA,0.9378255208333333,0.052734375,0.056380208333333334,0.484375,0.484375,0.939453125,0.939453125,0.925,0.018229166666666664,0.9436197916666667,0.015625,,64,0.3528645833333333,0.355136652729513,291813.5498046875,0.0,2.0,"[""AB""]"
gemma,CONTINUED_AFFINE_s1,ABC,0.9332682291666667,0.1083984375,0.1229076479076479,0.234375,0.234375,0.8971354166666667,0.9008413461538461,0.890625,0.11458333333333333,0.8770923520923521,0.03125,0.9453125,64,0.427734375,0.5481522913385023,440213.45556640625,0.0,3.0,[]
gemma,CONTINUED_AFFINE_s1,CBA,0.9332682291666667,0.1083984375,0.1229076479076479,0.234375,0.234375,0.8971354166666667,0.9008413461538461,0.890625,0.11458333333333333,0.8770923520923521,0.03125,0.9453125,64,0.427734375,0.5481522913385023,440213.45556640625,0.0,3.0,"[""ABC""]"
gemma,CONTINUED_AFFINE_s1,AB_cross,0.8268229166666666,0.044270833333333336,0.044270833333333336,0.25,0.25,0.8912760416666667,0.8984375,0.8546875,0.04375,0.9557291666666666,0.00390625,0.984375,64,0.10546875,0.4631783804013298,292332.99609375,0.0,2.0,[]
gemma,FROZEN_V2_CLAUSE_s0,single,0.8684895833333334,0.018229166666666664,0.018229166666666664,0.453125,0.453125,0.923828125,0.923828125,0.8921875,0.018750000000000003,0.9817708333333333,0.0078125,,64,0.0,0.0,137862.0831298828,0.0,1.0,[]
gemma,FROZEN_V2_CLAUSE_s0,noop,,0.001953125,0.002099802371541502,0.546875,0.546875,0.95703125,0.95703125,0.9359375,0.027901785714285712,0.9979001976284585,0.0,,64,0.4029947916666667,0.473121312737554,104016.94104003906,0.0,1.0,[]
gemma,FROZEN_V2_CLAUSE_s0,repeat2,0.8255208333333334,0.1015625,0.1015625,0.265625,0.265625,0.8606770833333333,0.8606770833333333,0.8703125,0.10468749999999999,0.8984375,0.04296875,,64,0.10611979166666667,0.5452496881201156,558703.75390625,0.0,2.0,[]
gemma,FROZEN_V2_CLAUSE_s0,repeat4,0.7057291666666666,0.23307291666666669,0.23307291666666669,0.109375,0.109375,0.7350260416666667,0.7350260416666667,0.7421875,0.2375,0.7669270833333334,0.23046875,,64,0.22135416666666666,1.165896410029499,2234184.330078125,0.0,4.0,[]
gemma,FROZEN_V2_CLAUSE_s0,repeat8,0.7057291666666667,0.23828125,0.23828125,0.109375,0.109375,0.7337239583333333,0.7337239583333333,0.7453125,0.23750000000000002,0.76171875,0.21484375,,64,0.23828125,1.2062189125966303,8596028.40625,0.0,8.0,[]
gemma,FROZEN_V2_CLAUSE_s0,restore,,0.14127604166666666,0.1578166406289303,0.09375,0.09375,0.7714843750000001,0.7714843750000001,0.653125,0.14397321428571427,0.8421833593710697,0.0,,64,0.22916666666666666,1.3596313863164866,271980.87744140625,0.0,2.0,[]
gemma,FROZEN_V2_CLAUSE_s0,restore_after4,,0.2890625,0.320311178605821,0.0,0.0,0.6145833333333333,0.6145833333333333,0.4203125,0.24665178571428567,0.679688821394179,0.11328125,,64,0.19596354166666666,2.272306347950078,2362231.0703125,0.0,5.0,[]
gemma,FROZEN_V2_CLAUSE_s0,overwrite,0.7473958333333334,0.007812499999999999,0.007812499999999999,0.265625,0.265625,0.8697916666666667,0.8697916666666667,0.8109375000000001,0.004687500000000001,0.9921875,0.0078125,,64,0.111328125,0.5079622874669146,690623.1875,0.0,3.0,[]
gemma,FROZEN_V2_CLAUSE_s0,AB,0.89453125,0.07356770833333333,0.07681107954545453,0.375,0.375,0.908203125,0.908203125,0.8703125,0.023437499999999997,0.9231889204545455,0.0078125,,64,0.3346354166666667,0.42400053087685546,278272.19384765625,0.0,2.0,[]
gemma,FROZEN_V2_CLAUSE_s0,BA,0.89453125,0.07356770833333333,0.07681107954545453,0.375,0.375,0.908203125,0.908203125,0.8703125,0.023437499999999997,0.9231889204545455,0.0078125,,64,0.3346354166666667,0.42400053087685546,278272.19384765625,0.0,2.0,"[""AB""]"
gemma,FROZEN_V2_CLAUSE_s0,ABC,0.8997395833333334,0.08203125,0.0930107435966811,0.421875,0.40625,0.8951822916666667,0.8984375,0.846875,0.078125,0.9069892564033188,0.01171875,0.9375,64,0.42578125,0.6723678457656845,421202.26708984375,0.0,3.0,[]
gemma,FROZEN_V2_CLAUSE_s0,CBA,0.8997395833333334,0.08203125,0.0930107435966811,0.421875,0.40625,0.8951822916666667,0.8984375,0.846875,0.078125,0.9069892564033188,0.01171875,0.9375,64,0.42578125,0.6723678457656845,421202.26708984375,0.0,3.0,"[""ABC""]"
gemma,FROZEN_V2_CLAUSE_s0,AB_cross,0.78515625,0.0390625,0.0390625,0.125,0.125,0.873046875,0.8816105769230769,0.803125,0.0390625,0.9609375,0.03515625,0.984375,64,0.10286458333333333,0.4624690070546104,278889.4833984375,0.0,2.0,[]
gemma,FROZEN_V2_CLAUSE_s1,single,0.87890625,0.0625,0.0625,0.34375,0.34375,0.9069010416666667,0.9069010416666667,0.9078124999999999,0.0578125,0.9375,0.0625,,64,0.0,0.0,144898.98974609375,0.0,1.0,[]
gemma,FROZEN_V2_CLAUSE_s1,noop,,0.026692708333333332,0.029713693355176478,0.390625,0.390625,0.9329427083333333,0.9329427083333333,0.921875,0.05915178571428571,0.9702863066448235,0.0234375,,64,0.4231770833333333,0.6116819048699943,123520.18493652344,0.0,1.0,[]
gemma,FROZEN_V2_CLAUSE_s1,repeat2,0.7109375,0.041666666666666664,0.041666666666666664,0.203125,0.203125,0.833984375,0.833984375,0.771875,0.0515625,0.9583333333333334,0.0234375,,64,0.1328125,0.5457454042436515,581572.4365234375,0.0,2.0,[]
gemma,FROZEN_V2_CLAUSE_s1,repeat4,0.48828125,0.10937499999999999,0.10937499999999999,0.015625,0.015625,0.6881510416666667,0.6881510416666667,0.5875,0.11875,0.890625,0.0625,,64,0.2890625,1.050486431426748,2323043.3828125,0.0,4.0,[]
gemma,FROZEN_V2_CLAUSE_s1,repeat8,0.52734375,0.20703125,0.20703125,0.0,0.0,0.6595052083333334,0.6595052083333334,0.5890625,0.2171875,0.79296875,0.19140625,,64,0.3359375,1.0253609242382875,8775988.84375,0.0,8.0,[]
gemma,FROZEN_V2_CLAUSE_s1,restore,,0.193359375,0.2151165277778992,0.03125,0.03125,0.7024739583333333,0.7024739583333333,0.5390625,0.1808035714285714,0.7848834722221009,0.0,,64,0.22265625,1.4382389682964292,286888.208984375,0.0,2.0,[]
gemma,FROZEN_V2_CLAUSE_s1,restore_after4,,0.205078125,0.23539701374035676,0.03125,0.03125,0.7350260416666666,0.7350260416666666,0.65,0.2042410714285714,0.7646029862596432,0.06640625,,64,0.3606770833333333,1.2834365563046386,2507950.6640625,0.0,5.0,[]
gemma,FROZEN_V2_CLAUSE_s1,overwrite,0.4453125,0.03515625,0.03567708333333333,0.015625,0.015625,0.7037760416666666,0.7037760416666666,0.546875,0.045312500000000006,0.9643229166666667,0.01953125,,64,0.2760416666666667,1.0975304400192603,739182.837890625,0.0,3.0,[]
gemma,FROZEN_V2_CLAUSE_s1,AB,0.8876953125,0.10481770833333334,0.10903172348484849,0.15625,0.15625,0.87109375,0.87109375,0.8546875,0.08333333333333333,0.8909682765151515,0.06640625,,64,0.2845052083333333,0.5523406589431991,290209.947265625,0.0,2.0,[]
gemma,FROZEN_V2_CLAUSE_s1,BA,0.8876953125,0.10481770833333334,0.10903172348484849,0.15625,0.15625,0.87109375,0.87109375,0.8546875,0.08333333333333333,0.8909682765151515,0.06640625,,64,0.2845052083333333,0.5523406589431991,290209.947265625,0.0,2.0,"[""AB""]"
gemma,FROZEN_V2_CLAUSE_s1,ABC,0.8772786458333333,0.13736979166666669,0.1500208558802309,0.125,0.125,0.8307291666666666,0.8317307692307692,0.8062499999999999,0.125,0.849979144119769,0.0703125,0.84375,64,0.314453125,0.9025639454620347,438511.814453125,0.0,3.0,[]
gemma,FROZEN_V2_CLAUSE_s1,CBA,0.8772786458333333,0.13736979166666669,0.1500208558802309,0.125,0.125,0.8307291666666666,0.8317307692307692,0.8062499999999999,0.125,0.849979144119769,0.0703125,0.84375,64,0.314453125,0.9025639454620347,438511.814453125,0.0,3.0,"[""ABC""]"
gemma,FROZEN_V2_CLAUSE_s1,AB_cross,0.7825520833333334,0.08723958333333333,0.08723958333333333,0.171875,0.140625,0.84765625,0.8521634615384615,0.809375,0.0859375,0.9127604166666667,0.05859375,0.90625,64,0.11002604166666667,0.4794038231899644,290731.47216796875,0.0,2.0,[]
gemma,FROZEN_V2_CLAUSE_FP32_s0,single,0.8684895833333334,0.018229166666666664,0.018229166666666664,0.453125,0.453125,0.923828125,0.923828125,0.8921875,0.018750000000000003,0.9817708333333333,0.0078125,,64,0.0,0.0,137862.0831298828,0.5609123897738755,1.0,[]
gemma,FROZEN_V2_CLAUSE_FP32_s0,noop,,0.001953125,0.002099802371541502,0.546875,0.546875,0.95703125,0.95703125,0.9359375,0.027901785714285712,0.9979001976284585,0.0,,64,0.4029947916666667,0.473121312737554,104016.94104003906,0.565487630199641,1.0,[]
gemma,FROZEN_V2_CLAUSE_FP32_s0,repeat2,0.8229166666666667,0.10546875,0.10546875,0.265625,0.265625,0.857421875,0.857421875,0.8671875,0.1078125,0.89453125,0.04296875,,64,0.10677083333333333,0.545564495841378,558708.9990234375,0.6732630524784327,2.0,[]
gemma,FROZEN_V2_CLAUSE_FP32_s0,repeat4,0.7044270833333333,0.23307291666666669,0.23307291666666669,0.109375,0.109375,0.734375,0.734375,0.7421875,0.2375,0.7669270833333334,0.23046875,,64,0.22200520833333334,1.1657727073768882,2234208.9609375,0.9877496967092156,4.0,[]
gemma,FROZEN_V2_CLAUSE_FP32_s0,repeat8,0.7057291666666667,0.23828125,0.23828125,0.109375,0.109375,0.7337239583333334,0.7337239583333334,0.7437499999999999,0.23593750000000002,0.76171875,0.21484375,,64,0.23828125,1.2052924644097658,8596329.65625,1.7686618100851774,8.0,[]
gemma,FROZEN_V2_CLAUSE_FP32_s0,restore,,0.142578125,0.15934193824797793,0.09375,0.09375,0.7701822916666667,0.7701822916666667,0.6515625,0.1450892857142857,0.8406580617520221,0.0,,64,0.22786458333333334,1.3609440113455922,271985.0224609375,0.589794413652271,2.0,[]
gemma,FROZEN_V2_CLAUSE_FP32_s0,restore_after4,,0.2897135416666667,0.32089119754521495,0.0,0.0,0.6139322916666667,0.6139322916666667,0.4171875,0.24553571428571425,0.6791088024547851,0.109375,,64,0.19401041666666666,2.274050239853736,2362272.525390625,1.0029282318428159,5.0,[]
gemma,FROZEN_V2_CLAUSE_FP32_s0,overwrite,0.74609375,0.007812499999999999,0.007812499999999999,0.25,0.25,0.869140625,0.869140625,0.809375,0.004687500000000001,0.9921875,0.0078125,,64,0.11067708333333333,0.507979608358184,690631.970703125,0.7002508621662855,3.0,[]
gemma,FROZEN_V2_CLAUSE_FP32_s0,AB,0.89453125,0.07356770833333333,0.07681107954545453,0.375,0.375,0.908203125,0.908203125,0.8703125,0.023437499999999997,0.9231889204545455,0.0078125,,64,0.3346354166666667,0.42400053087685546,278272.19384765625,0.5735828327015042,2.0,[]
gemma,FROZEN_V2_CLAUSE_FP32_s0,BA,0.89453125,0.07356770833333333,0.07681107954545453,0.375,0.375,0.908203125,0.908203125,0.8703125,0.023437499999999997,0.9231889204545455,0.0078125,,64,0.3346354166666667,0.42400053087685546,278272.19384765625,0.5735828327015042,2.0,"[""AB""]"
gemma,FROZEN_V2_CLAUSE_FP32_s0,ABC,0.8997395833333334,0.08203125,0.0930107435966811,0.421875,0.40625,0.8951822916666667,0.8984375,0.846875,0.078125,0.9069892564033188,0.01171875,0.9375,64,0.42578125,0.6723678457656845,421202.26708984375,0.579044955316931,3.0,[]
gemma,FROZEN_V2_CLAUSE_FP32_s0,CBA,0.8997395833333334,0.08203125,0.0930107435966811,0.421875,0.40625,0.8951822916666667,0.8984375,0.846875,0.078125,0.9069892564033188,0.01171875,0.9375,64,0.42578125,0.6723678457656845,421202.26708984375,0.579044955316931,3.0,"[""ABC""]"
gemma,FROZEN_V2_CLAUSE_FP32_s0,AB_cross,0.78515625,0.0390625,0.0390625,0.125,0.125,0.873046875,0.8816105769230769,0.803125,0.0390625,0.9609375,0.03515625,0.984375,64,0.10286458333333333,0.4624690070546104,278889.4833984375,0.569089234340936,2.0,[]
gemma,FROZEN_V2_CLAUSE_FP32_s1,single,0.87890625,0.0625,0.0625,0.34375,0.34375,0.9069010416666667,0.9069010416666667,0.9078124999999999,0.0578125,0.9375,0.0625,,64,0.0,0.0,144898.98974609375,0.5334396352991462,1.0,[]
gemma,FROZEN_V2_CLAUSE_FP32_s1,noop,,0.026692708333333332,0.029713693355176478,0.390625,0.390625,0.9329427083333333,0.9329427083333333,0.921875,0.05915178571428571,0.9702863066448235,0.0234375,,64,0.4231770833333333,0.6116819048699943,123520.18493652344,0.5203970274887979,1.0,[]
gemma,FROZEN_V2_CLAUSE_FP32_s1,repeat2,0.7096354166666667,0.0390625,0.0390625,0.203125,0.203125,0.8346354166666666,0.8346354166666666,0.7703125,0.0484375,0.9609375,0.01953125,,64,0.13346354166666666,0.5466952761776795,581575.162109375,0.6643260447308421,2.0,[]
gemma,FROZEN_V2_CLAUSE_FP32_s1,repeat4,0.4921875,0.10677083333333333,0.10677083333333333,0.0,0.0,0.69140625,0.69140625,0.5921875,0.115625,0.8932291666666666,0.05859375,,64,0.2858072916666667,1.0500362460502142,2323029.34765625,0.9873067801818252,4.0,[]
gemma,FROZEN_V2_CLAUSE_FP32_s1,repeat8,0.5299479166666666,0.20572916666666669,0.20572916666666669,0.0,0.0,0.6614583333333333,0.6614583333333333,0.5921875,0.215625,0.7942708333333334,0.1875,,64,0.3352864583333333,1.0235089340012162,8775610.46875,1.7855348214507103,8.0,[]
gemma,FROZEN_V2_CLAUSE_FP32_s1,restore,,0.19270833333333331,0.2144063005051719,0.03125,0.03125,0.703125,0.703125,0.540625,0.1808035714285714,0.785593699494828,0.0,,64,0.22200520833333334,1.4371649682458216,286882.67529296875,0.6005499046295881,2.0,[]
gemma,FROZEN_V2_CLAUSE_FP32_s1,restore_after4,,0.20377604166666666,0.23367640362130915,0.03125,0.03125,0.736328125,0.736328125,0.65,0.20200892857142855,0.7663235963786909,0.06640625,,64,0.3606770833333333,1.2848759816466284,2507930.09765625,1.0138563448563218,5.0,[]
gemma,FROZEN_V2_CLAUSE_FP32_s1,overwrite,0.44661458333333337,0.037760416666666664,0.038281249999999996,0.015625,0.015625,0.703125,0.703125,0.546875,0.0484375,0.96171875,0.01953125,,64,0.2766927083333333,1.09777393652071,739181.73046875,0.6941191991791129,3.0,[]
gemma,FROZEN_V2_CLAUSE_FP32_s1,AB,0.8876953125,0.10481770833333334,0.10903172348484849,0.15625,0.15625,0.87109375,0.87109375,0.8546875,0.08333333333333333,0.8909682765151515,0.06640625,,64,0.2845052083333333,0.5523406589431991,290209.947265625,0.546814888715744,2.0,[]
gemma,FROZEN_V2_CLAUSE_FP32_s1,BA,0.8876953125,0.10481770833333334,0.10903172348484849,0.15625,0.15625,0.87109375,0.87109375,0.8546875,0.08333333333333333,0.8909682765151515,0.06640625,,64,0.2845052083333333,0.5523406589431991,290209.947265625,0.546814888715744,2.0,"[""AB""]"
gemma,FROZEN_V2_CLAUSE_FP32_s1,ABC,0.8772786458333333,0.13736979166666669,0.1500208558802309,0.125,0.125,0.8307291666666666,0.8317307692307692,0.8062499999999999,0.125,0.849979144119769,0.0703125,0.84375,64,0.314453125,0.9025639454620347,438511.814453125,0.5660634296946228,3.0,[]
gemma,FROZEN_V2_CLAUSE_FP32_s1,CBA,0.8772786458333333,0.13736979166666669,0.1500208558802309,0.125,0.125,0.8307291666666666,0.8317307692307692,0.8062499999999999,0.125,0.849979144119769,0.0703125,0.84375,64,0.314453125,0.9025639454620347,438511.814453125,0.5660634296946228,3.0,"[""ABC""]"
gemma,FROZEN_V2_CLAUSE_FP32_s1,AB_cross,0.7825520833333334,0.08723958333333333,0.08723958333333333,0.171875,0.140625,0.84765625,0.8521634615384615,0.809375,0.0859375,0.9127604166666667,0.05859375,0.90625,64,0.11002604166666667,0.4794038231899644,290731.47216796875,0.5471790409646928,2.0,[]
gemma,FROZEN_V2_TAIL_s0,single,0.8828125,0.07942708333333333,0.07994791666666666,0.34375,0.34375,0.9016927083333334,0.9016927083333334,0.9062499999999999,0.06718750000000001,0.9200520833333333,0.0546875,,64,0.0,0.0,1354224.01171875,0.0,1.0,[]
gemma,FROZEN_V2_TAIL_s0,noop,,0.04296875,0.04678251063986547,0.453125,0.453125,0.9407552083333333,0.9407552083333333,0.965625,0.07700892857142856,0.9532174893601346,0.09375,,64,0.5208333333333334,0.5289839349383693,1334526.0439453125,0.0,1.0,[]
gemma,FROZEN_V2_TAIL_s0,repeat2,0.83984375,0.37760416666666663,0.37864583333333335,0.046875,0.046875,0.7311197916666666,0.7311197916666666,0.8125,0.371875,0.6213541666666667,0.37890625,,64,0.20052083333333334,0.9045338027799493,5417223.70703125,0.0,2.0,[]
gemma,FROZEN_V2_TAIL_s0,repeat4,0.7057291666666667,0.42057291666666663,0.42161458333333335,0.0,0.0,0.642578125,0.642578125,0.7453125,0.453125,0.5783854166666667,0.52734375,,64,0.3268229166666667,1.1905988698602172,21649268.03125,0.0,4.0,[]
gemma,FROZEN_V2_TAIL_s0,repeat8,0.7174479166666667,0.48046875,0.48151041666666666,0.015625,0.015625,0.6178385416666666,0.6178385416666666,0.7265625,0.5,0.5184895833333334,0.53125,,64,0.3450520833333333,1.224057566440121,86123840.4375,0.0,8.0,[]
gemma,FROZEN_V2_TAIL_s0,restore,,0.1171875,0.13049111202907243,0.21875,0.21875,0.814453125,0.814453125,0.7359374999999999,0.1294642857142857,0.8695088879709276,0.00390625,,64,0.3307291666666667,0.9057539255655082,2894440.62890625,0.0,2.0,[]
gemma,FROZEN_V2_TAIL_s0,restore_after4,,0.4016927083333333,0.45470929664945514,0.015625,0.015625,0.5286458333333333,0.5286458333333333,0.475,0.4330357142857143,0.5452907033505449,0.4375,,64,0.337890625,1.6704125161571923,23763004.859375,0.0,5.0,[]
gemma,FROZEN_V2_TAIL_s0,overwrite,0.70703125,0.3098958333333333,0.3109375,0.046875,0.046875,0.6985677083333334,0.6985677083333334,0.7296875,0.32656250000000003,0.6890624999999999,0.34765625,,64,0.234375,0.9227076995110437,7135373.3671875,0.0,3.0,[]
gemma,FROZEN_V2_TAIL_s0,AB,0.8447265625,0.18424479166666666,0.2005580357142857,0.125,0.125,0.8463541666666667,0.8463541666666667,0.875,0.1640625,0.7994419642857142,0.140625,,64,0.3118489583333333,0.6332758486511025,2651642.9765625,0.0,2.0,[]
gemma,FROZEN_V2_TAIL_s0,BA,0.8395182291666666,0.17903645833333334,0.1953497023809524,0.140625,0.140625,0.845703125,0.845703125,0.8796875,0.1640625,0.8046502976190476,0.140625,,64,0.3111979166666667,0.6352425483436098,2654584.302734375,0.0,2.0,[]
gemma,FROZEN_V2_TAIL_s0,ABC,0.8310546875,0.3134765625,0.35523257124819624,0.046875,0.03125,0.759765625,0.7596153846153846,0.815625,0.34010416666666665,0.6447674287518037,0.24609375,0.7578125,64,0.3255208333333333,1.2025712999844724,4693338.08203125,0.0,3.0,[]
gemma,FROZEN_V2_TAIL_s0,CBA,0.8317057291666666,0.3108723958333333,0.3531492379148629,0.046875,0.03125,0.7604166666666667,0.7590144230769231,0.8171875,0.3390625,0.646850762085137,0.2421875,0.7421875,64,0.322265625,1.2031508162532347,4706106.21875,0.0,3.0,[]
gemma,FROZEN_V2_TAIL_s0,AB_cross,0.83984375,0.15494791666666666,0.15598958333333332,0.140625,0.140625,0.8424479166666667,0.84375,0.8640625,0.1484375,0.8440104166666667,0.16796875,0.859375,64,0.12044270833333333,0.5522364393635518,2755210.232421875,0.0,2.0,[]
gemma,FROZEN_V2_TAIL_s1,single,0.91796875,0.03255208333333333,0.03255208333333333,0.484375,0.484375,0.9420572916666667,0.9420572916666667,0.953125,0.034375,0.9674479166666667,0.01953125,,64,0.0,0.0,1349465.2099609375,0.0,1.0,[]
gemma,FROZEN_V2_TAIL_s1,noop,,0.072265625,0.08133118833094224,0.40625,0.40625,0.91015625,0.91015625,0.94375,0.1138392857142857,0.9186688116690578,0.0234375,,64,0.4576822916666667,0.6950179941598501,1325379.6123046875,0.0,1.0,[]
gemma,FROZEN_V2_TAIL_s1,repeat2,0.6940104166666666,0.34375,0.34479166666666666,0.0,0.0,0.6751302083333334,0.6751302083333334,0.7359375,0.3375,0.6552083333333334,0.27734375,,64,0.30859375,1.3635615050485133,5374131.24609375,0.0,2.0,[]
gemma,FROZEN_V2_TAIL_s1,repeat4,0.46354166666666674,0.33072916666666663,0.33177083333333335,0.0,0.0,0.56640625,0.56640625,0.5562500000000001,0.3890625,0.6682291666666667,0.484375,,64,0.423828125,1.7405688905252437,21152405.59375,0.0,4.0,[]
gemma,FROZEN_V2_TAIL_s1,repeat8,0.40104166666666663,0.43359375,0.4348958333333333,0.0,0.0,0.48307291666666674,0.48307291666666674,0.4671875,0.46406249999999993,0.5651041666666667,0.50390625,,64,0.5071614583333334,1.6475213239025475,78446254.3125,0.0,8.0,[]
gemma,FROZEN_V2_TAIL_s1,restore,,0.248046875,0.28250868423547393,0.03125,0.03125,0.689453125,0.689453125,0.5640625,0.22098214285714285,0.7174913157645261,0.1015625,,64,0.3020833333333333,1.6243375063797316,2720974.8203125,0.0,2.0,[]
