actor,condition,order,changed,harm,all24,accuracy,n_scenes
gemma,SOURCE,early,0.203125,0.0,0.0078125,0.599609375,128
gemma,SOURCE,late,0.115234375,0.0,0.0,0.5442708333333333,128
gemma,COUNTERFACTUAL,early,0.8333333333333333,0.003255208333333333,0.34375,0.9137369791666667,128
gemma,COUNTERFACTUAL,late,0.896484375,0.012369791666666666,0.421875,0.9401041666666665,128
gemma,TEXT_CORRECTION,early,0.8984375,0.029947916666666664,0.3046875,0.9332682291666666,128
gemma,TEXT_CORRECTION,late,0.8802083333333334,0.024739583333333336,0.3359375,0.9208984375,128
gemma,INVARIANT_SET_s0,early,0.9147135416666666,0.033203125,0.5,0.9401041666666667,128
gemma,INVARIANT_SET_s0,late,0.904296875,0.06380208333333333,0.359375,0.9153645833333333,128
gemma,INVARIANT_SET_s1,early,0.9225260416666667,0.014322916666666666,0.53125,0.953125,128
gemma,INVARIANT_SET_s1,late,0.9251302083333334,0.022786458333333332,0.484375,0.9485677083333333,128
gemma,FREE_OVERWRITE_s0,early,0.921875,0.017578125,0.546875,0.9508463541666667,128
gemma,FREE_OVERWRITE_s0,late,0.9225260416666667,0.04101562499999999,0.46875,0.9378255208333333,128
gemma,FREE_OVERWRITE_s1,early,0.83984375,0.013671875,0.3828125,0.9117838541666667,128
gemma,FREE_OVERWRITE_s1,late,0.892578125,0.02734375,0.40625,0.9306640625,128
gemma,CONTINUED_AFFINE_s0,early,0.94921875,0.029296875,0.5859375,0.9593098958333333,128
gemma,CONTINUED_AFFINE_s0,late,0.9140625,0.0859375,0.328125,0.9114583333333333,128
gemma,CONTINUED_AFFINE_s1,early,0.921875,0.020833333333333336,0.5625,0.9505208333333333,128
gemma,CONTINUED_AFFINE_s1,late,0.9557291666666666,0.08333333333333333,0.4765625,0.9348958333333333,128
gemma,FROZEN_V2_CLAUSE_s0,early,0.876953125,0.015624999999999998,0.453125,0.9293619791666667,128
gemma,FROZEN_V2_CLAUSE_s0,late,0.8938802083333335,0.06184895833333332,0.3359375,0.912109375,128
gemma,FROZEN_V2_CLAUSE_s1,early,0.8678385416666667,0.05859375,0.359375,0.9036458333333334,128
gemma,FROZEN_V2_CLAUSE_s1,late,0.8671875,0.052734375,0.3359375,0.9049479166666667,128
gemma,FROZEN_V2_CLAUSE_FP32_s0,early,0.876953125,0.015624999999999998,0.453125,0.9293619791666667,128
gemma,FROZEN_V2_CLAUSE_FP32_s0,late,0.8938802083333335,0.06184895833333332,0.3359375,0.912109375,128
gemma,FROZEN_V2_CLAUSE_FP32_s1,early,0.8678385416666667,0.05859375,0.359375,0.9036458333333334,128
gemma,FROZEN_V2_CLAUSE_FP32_s1,late,0.8671875,0.052734375,0.3359375,0.9049479166666667,128
gemma,FROZEN_V2_TAIL_s0,early,0.8860677083333334,0.06640625,0.3515625,0.9098307291666666,128
gemma,FROZEN_V2_TAIL_s0,late,0.9016927083333335,0.02669270833333333,0.421875,0.9339192708333334,128
gemma,FROZEN_V2_TAIL_s1,early,0.8867187500000001,0.041015625,0.4609375,0.9225260416666666,128
gemma,FROZEN_V2_TAIL_s1,late,0.9055989583333334,0.022786458333333332,0.421875,0.9371744791666665,128
qwen,SOURCE,early,0.26171875,0.0,0.0,0.611328125,64
qwen,SOURCE,late,0.21614583333333331,0.0,0.0,0.5638020833333333,64
qwen,COUNTERFACTUAL,early,0.7161458333333333,0.015624999999999998,0.125,0.8391927083333333,64
qwen,COUNTERFACTUAL,late,0.8072916666666666,0.041666666666666664,0.125,0.8606770833333334,64
qwen,TEXT_CORRECTION,early,0.7760416666666667,0.06510416666666666,0.046875,0.8463541666666667,64
qwen,TEXT_CORRECTION,late,0.7513020833333333,0.05078125,0.0625,0.8326822916666666,64
qwen,INVARIANT_SET_s0,early,0.87890625,0.0703125,0.265625,0.8958333333333334,64
qwen,INVARIANT_SET_s0,late,0.8763020833333334,0.07942708333333333,0.078125,0.87890625,64
qwen,INVARIANT_SET_s1,early,0.8815104166666667,0.05078124999999999,0.359375,0.9055989583333334,64
qwen,INVARIANT_SET_s1,late,0.8802083333333333,0.07552083333333333,0.078125,0.8834635416666666,64
qwen,FREE_OVERWRITE_s0,early,0.87890625,0.09895833333333333,0.25,0.8860677083333334,64
qwen,FREE_OVERWRITE_s0,late,0.8411458333333333,0.11197916666666667,0.046875,0.8470052083333333,64
qwen,FREE_OVERWRITE_s1,early,0.8489583333333334,0.06901041666666666,0.21875,0.884765625,64
qwen,FREE_OVERWRITE_s1,late,0.8385416666666666,0.07291666666666666,0.09375,0.8678385416666666,64
qwen,AFFINE_CLAUSE_s0,early,0.8020833333333334,0.02734375,0.1875,0.8776041666666667,64
qwen,AFFINE_CLAUSE_s0,late,0.83203125,0.05598958333333333,0.0625,0.8736979166666666,64
qwen,AFFINE_CLAUSE_s1,early,0.7825520833333333,0.026041666666666664,0.1875,0.8678385416666667,64
qwen,AFFINE_CLAUSE_s1,late,0.8385416666666667,0.06770833333333333,0.09375,0.8717447916666666,64
