actor,arm,lr,seed,epoch,strength,cal_changed,cal_harm,cal_all24,cal_dir0,cal_dir1,cal_feasible,frontier,fit_changed,fit_harm,fit_loss,train_loss,reg_train,realized_norm,frobenius,visits,steps,train_seconds,eval_seconds,not_extended
qwen,FREE_OVERWRITE,0.001,0,1,1.0,0.8125,0.03819444444444444,0.3333333333333333,0.7013888888888888,0.9236111111111112,False,"[0, 0.7361111111111112]",0.8368055555555557,0.06770833333333333,0.33786123757176345,0.49435763040240155,0.010921797795809754,31.265416938639195,101.95467595590463,1440,360,79.18534772800194,43.57048280900199,False
qwen,FREE_OVERWRITE,0.001,0,2,1.0,0.923611111111111,0.032407407407407406,0.6041666666666666,0.9097222222222223,0.9375,True,"[1, 0.923611111111111]",0.96875,0.01273148148148148,0.13550304117656617,0.08645178949418819,0.013533347176336166,24.87656124461164,80.95454645020186,2880,720,78.12815061799847,43.586065482002596,False
qwen,FREE_OVERWRITE,0.001,0,3,1.0,0.9097222222222223,0.05787037037037037,0.4791666666666667,0.888888888888889,0.9305555555555557,False,"[0, 0.7939814814814816]",0.9670138888888888,0.004629629629629629,0.07810036556863202,0.09754768598645387,0.01309594777218687,29.998316741922995,99.78895622053787,1440,360,77.82467688399993,43.53295171699938,False
qwen,FREE_OVERWRITE,0.001,1,1,1.0,0.8020833333333334,0.11574074074074074,0.20833333333333334,0.7222222222222222,0.8819444444444445,False,"[0, 0.5706018518518519]",0.8680555555555555,0.053240740740740734,0.6877314701176256,0.49514107539679975,0.010111891591739348,30.577601073051262,98.97500893774664,1440,360,78.2641670890007,43.52869116399961,False
qwen,FREE_OVERWRITE,0.001,1,2,1.0,0.8402777777777777,0.03819444444444444,0.3541666666666667,0.7847222222222223,0.8958333333333334,False,"[0, 0.7638888888888888]",0.9496527777777778,0.01793981481481481,0.22864829998518854,0.12743068148901138,0.013906554236180252,29.089979404232256,94.1997039315368,2880,720,78.69397488500181,43.64190599999711,False
qwen,FREE_OVERWRITE,0.001,1,3,1.0,0.8680555555555555,0.08449074074074074,0.375,0.8055555555555557,0.9305555555555555,False,"[0, 0.699074074074074]",0.9739583333333334,0.021412037037037035,0.159059515928712,0.07077488753813282,0.011827300562678526,26.4104663511188,85.81094674123582,4320,1080,80.17527748000066,43.53550041199924,False
qwen,AFFINE_CLAUSE,0.0003,0,1,0.5,0.6041666666666666,0.018518518518518517,0.14583333333333334,0.38194444444444436,0.8263888888888888,False,"[0, 0.5671296296296295]",0.9097222222222223,0.03298611111111111,0.4119155793053431,0.7263990133648114,,11.016146541490249,35.00355504295674,1440,360,79.94127259499874,43.78529302199968,False
qwen,AFFINE_CLAUSE,0.0003,0,1,0.75,0.7604166666666666,0.041666666666666664,0.25,0.6388888888888888,0.8819444444444443,False,"[0, 0.6770833333333333]",0.9097222222222223,0.03298611111111111,0.4119155793053431,0.7263990133648114,,16.52395098743914,52.504532578153615,1440,360,79.94127259499874,58.32270895900001,False
qwen,AFFINE_CLAUSE,0.0003,0,1,1.0,0.84375,0.04976851851851852,0.2916666666666667,0.7847222222222223,0.9027777777777778,False,"[0, 0.744212962962963]",0.9097222222222223,0.03298611111111111,0.4119155793053431,0.7263990133648114,,22.031836117289668,70.00590190648724,1440,360,79.94127259499874,72.87367464599811,False
qwen,AFFINE_CLAUSE,0.0003,0,1,1.25,0.875,0.10416666666666667,0.22916666666666666,0.8125,0.9375,False,"[0, 0.6666666666666666]",0.9097222222222223,0.03298611111111111,0.4119155793053431,0.7263990133648114,,27.539831760727214,87.5074610473758,1440,360,79.94127259499874,87.39017796600092,False
