actor,arm,lr,seed,epoch,strength,cal_changed,cal_harm,cal_all24,cal_dir0,cal_dir1,cal_feasible,frontier,fit_changed,fit_harm,fit_loss,train_loss,saturation,realized_norm,frobenius,visits,steps,train_seconds,eval_seconds,not_extended
gemma,SHARED_TAIL,0.0003,0,1,1.25,0.9010416666666666,0.010416666666666666,0.65625,0.90625,0.8958333333333333,True,"[1, 0.9010416666666666]",0.9791666666666666,0.0,0.03039074787000623,0.04120029470511023,0.9356398159473469,127.88693269036733,927.8466382274506,1440,360,110.29701108700101,90.97131658199942,False
gemma,SHARED_TAIL,0.0003,0,2,0.5,0.35416666666666663,0.010416666666666666,0.125,0.3020833333333333,0.40625,False,"[0, 0.3333333333333333]",1.0,0.0,0.0022803126870940106,0.00650866951410636,0.9709359892830101,51.29222429564142,371.99041014586265,2880,720,112.12682128599954,51.97962819500026,False
gemma,SHARED_TAIL,0.0003,0,2,0.75,0.8333333333333334,0.020833333333333332,0.625,0.8020833333333334,0.8645833333333333,True,"[1, 0.8333333333333334]",1.0,0.0,0.0022803126870940106,0.00650866951410636,0.9709359892830101,76.93759152018869,557.982020916709,2880,720,112.12682128599954,65.24451515300098,False
gemma,SHARED_TAIL,0.0003,0,2,1.0,0.9895833333333333,0.022569444444444444,0.84375,0.9791666666666666,1.0,True,"[1, 0.9895833333333333]",1.0,0.0,0.0022803126870940106,0.00650866951410636,0.9709359892830101,102.58326661238823,743.9738491356835,2880,720,112.12682128599954,78.50152454199997,False
gemma,SHARED_TAIL,0.0003,0,2,1.25,0.9895833333333333,0.017361111111111112,0.84375,0.9791666666666666,1.0,True,"[1, 0.9895833333333333]",1.0,0.0,0.0022803126870940106,0.00650866951410636,0.9709359892830101,128.2288203999554,929.966065442534,2880,720,112.12682128599954,91.65741806900041,False
gemma,SHARED_TAIL,0.0003,1,1,0.5,0.41145833333333326,0.027777777777777776,0.125,0.21875,0.6041666666666666,False,"[0, 0.3559027777777777]",0.986111111111111,0.005208333333333333,0.027772502135801208,0.040036495124685545,0.9496184984565205,51.50292059611889,373.669978336151,1440,360,111.00105415500002,52.860993003998374,False
gemma,SHARED_TAIL,0.0003,1,1,0.75,0.7760416666666667,0.027777777777777773,0.375,0.59375,0.9583333333333333,False,"[0, 0.7204861111111112]",0.986111111111111,0.005208333333333333,0.027772502135801208,0.040036495124685545,0.9496184984565205,77.25080521458942,560.4787608087506,1440,360,111.00105415500002,66.16885757699856,False
gemma,SHARED_TAIL,0.0003,1,1,1.0,0.953125,0.03298611111111111,0.75,0.90625,1.0,True,"[1, 0.953125]",0.986111111111111,0.005208333333333333,0.027772502135801208,0.040036495124685545,0.9496184984565205,103.00219886207667,747.3139893709997,1440,360,111.00105415500002,79.42874233299881,False
gemma,SHARED_TAIL,0.0003,1,1,1.25,0.9427083333333333,0.06597222222222221,0.71875,0.9375,0.9479166666666666,False,"[0, 0.8107638888888888]",0.986111111111111,0.005208333333333333,0.027772502135801208,0.040036495124685545,0.9496184984565205,128.75197751199818,934.1367959286838,1440,360,111.00105415500002,92.67118774099981,False
gemma,SHARED_TAIL,0.0003,1,2,0.5,0.43749999999999994,0.027777777777777776,0.125,0.2708333333333333,0.6041666666666667,False,"[0, 0.3819444444444444]",1.0,0.0011574074074074073,0.007370593059982234,0.006828369927643507,0.9914963014735861,51.478034151794134,373.43133649628555,2880,720,113.53006943500077,52.04117939599928,False
gemma,SHARED_TAIL,0.0003,1,2,0.75,0.8177083333333333,0.026041666666666664,0.46875,0.6875,0.9479166666666666,False,"[0, 0.7656249999999999]",1.0,0.0011574074074074073,0.007370593059982234,0.006828369927643507,0.9914963014735861,77.21475648987064,560.1299771318887,2880,720,113.53006943500077,64.96970630400028,False
